id,text
86,"It is sometimes useful to test the takeoff code using the FBWA flight mode. The way you do this is to set the FBWA_TDRAG_CHAN parameter (versions prior to 4.1) or  to an RC input channel on your transmitter for a switch (usually a momentary switch, such as the trainer switch), or the channel’s RCx_OPTION to 95 for versions 4.1 and later. When this RC channel goes high while you are on the runway waiting for takeoff in FBWA mode the autopilot will check if you have configured the TKOFF_TDRAG_ELEV and TKOFF_TDRAG_SPD1 parameters. If they have been set to non-zero values then the elevator will be controlled in FBWA in an identical manner to how it is controlled for an AUTO takeoff. The elevator will go to the TKOFF_TDRAG_ELEV value (usually 100% for a tail dragger) as soon as that RC channel goes high, and will stay there until the aircraft reaches an airspeed (if airspeed sensor is used) or groundspeed (if airspeed sensor is not used) of TKOFF_TDRAG_SPD1 meters per second."
87,"This provides a convenient way to test auto takeoff in FBWA mode, and also is a nice way to get better ground steering in FBWA mode in general."
88,"Since control effectiveness varies with airspeed, ArduPilot automatically scales the control gains in stabilized modes with airspeed to allow stability at low speeds and to avoid oscillations at high airspeeds. However, when an airspeed sensor is not used, an estimated airspeed based on GPS speed, accelerometer inputs, and position changes is used. During takeoffs into strong head wind, this estimate can be wrong and the gains scaled up, resulting in oscillations during the climb into the wind. Setting FLIGHT_OPTIONS bit 7 to 1, the speed scaling will be limited during the takeoff phase of automatic takeoffs to eliminate oscillations, particularly on tightly tuned vehicles."
89,"Taking off without an airspeed sensor using a catapult may cause less than maximum throttle to be used due to high initial climb rates. For heavy vehicles, this may result in a stall due to the long time constants used in TECS to adjust throttle after the initial launch. The parameter TKOFF_THR_MAX_T can be used to force maximum throttle for a time, irrespective of climb rates from an initial catapult launch to allow the vehicle to obtain sufficient speed."
90,This article explains how to autonomously land Plane as part of a mission plan and includes information about how a landing can be safely aborted. Switching to AUTO mode and executing an autolanding can also be done as an RTL action using the DO_LAND_START mission command.
91,"To autoland the plane you need to add a NAV_LAND command to the end of your mission indicating the latitude, longitude and altitude of your desired touchdown point and if aborting the autoland is allowed. When the preceeding waypoint is reached, it will descend and navigate to the touchdown point."
92,"In most cases, the altitude should be set to 0. During the final flare portion of the landing, the autopilot will shut down the throttle and hold the current heading, controlled by the parameters described below."
93,"the altitude is relative to home, which is set at arming. If you arm while holding for a hand launch, this means home altitude will be several meters above the ground!"
94,"For many vehicles, most of the parameters associated with autolanding can be left at their defaults. The basic parameters are covered below in the Basic Autolanding Section for vehicles not using an airspeed sensor and/or rangefinder. For more advanced configuration, see the sections listed below:"
95,"A landing-abort mechanism is provided to allow you to abort a autolanding sequence in a safe, controlled, and expected way. Custom abort behaviour can be pre-programmed as part of the mission or you can use the default abort mechanism. To enable autolanding abort feature, set param LAND_ABORT_THR = 1."
96,There are three aspects of this feature:
97,Triggering an abort
98,The behavior during the abort
99,The mission state after the abort completes
100,The are three ways to trigger an auto-landing abort. All of them will only work while in AUTO mode and currently executing a NAV_LAND waypoint mission item:
101,Send the ``MAV_CMD_DO_GO_AROUND`` command using a GCS. Mission Planner has a button labeled “Abort Landing” on the FlightData Actions tab.
102,RC input Throttle > 90%. This will trigger an abort while staying in AUTO mode. The throttle only needs to be high briefly to trigger it. Don’t forget to lower it!
103,"Mode change. For human piloted landing abort you can switch out of AUTO mode into, for example MANUAL/STABILIZE/FBWA, and navigate the aircraft safely however you’d like. Using this method will skip abort behavior step 2 because it is being done manually. When switching back to AUTO the mission will resume as described in step 3 below."
104,The abort behaviour has a default configuration and does not require a pre-planned mission. The default abort behavior is to simulate an auto-takeoff: pitch up at least 10 degrees and set throttle to TKOFF_THR_MAX and hold the heading until it reaches a target altitude of 30m. It is possible to override the pitch and altitude to allow for a customized behavior.
105,Pitch minimum. If there was a NAV_TAKEOFF ever executed on this mission then the same minimum pitch (param1) will be re-used here.
106,Target altitude. If NAV_LAND param1 is >0 then it is used as a target altitude in meters. Else If a NAV_TAKEOFF was ever executed on this mission then the same altitude (param7) will be re-used here.
107,This step is skipped if the abort trigger is via mode change because it is assumed the pilot manually took over and flew the aircraft to a safe altitude at the pitch and throttle of their choosing.
108,"Once an abort land has completed, by either reaching the target altitude or switching back to AUTO, the mission index will have changed and you will no longer be executing a NAV_LAND command. The mission index will change to be one of these three options and checked for in this order:"
109,If the NAV_LAND mission item is followed by mission item CONTINUE_AND_CHANGE_ALT with param1 = 0 or 1 then the mission index will increment once to that command and execute it like normal. This can be followed by further post-abort mission planning for any custom planned mission behavior.
110,Else If there is a DO_LAND_START in the mission then it jumps to that index.
111,Else the mission index decrements once to be the index before the NAV_LAND. This will ensure the same landing approach is repeated.
112,"In the case where the landing touch down point must be tightly controlled (ie narrow and/or short landing area), the precision of the flare height and approach speed (and therefore flare duration) must greater. This requires either an accurate GPS (ie, RTK GPS Correction (Fixed Baseline)), or ground facing rangefinder or LIDAR, to obtain more precise altitude readings than a barometer usually can provide due to impacts of air pressure changes in the fuselage due to speed and angle of attack. Using an airspeed sensor is also recommended to control approach speeds. All the same basic considerations, previously discussed in the Basic Autolanding section also apply."
113,"A normal GPS will only provide vertical accuracy to within a couple of meters. However, if an RTK corrected GPS is used, tens of centimeter accuracy is possible. However, this requires a base station or laptop providing correction data. See RTK GPS Correction (Fixed Baseline) for details."
114,To use the GPS as the altitude source instead of BARO set:
115,EK3_SRC1_POSZ = 3 to use GPS instead of barometer for altitude
116,Or a downward facing Lidar/Rangefinder can be used. See Using a Rangefinder for Autolanding page.
117,"Automatic landing is greatly assisted by the use of an airspeed sensor. When using an airspeed sensor the landing approach speed (the speed coming down the glide slope) is controlled by the TECS_LAND_ARSPD parameter, in meters/second."
118,"You need to choose a value for TECS_LAND_ARSPD that is above the stall speed of your aircraft, but low enough that the aircraft is able to lose altitude and land in a reasonable distance. Note that as the stall speed is dependent on the weight of your aircraft you will need to adjust the landing speed if you change the aircraft’s weight significantly (such as by adding batteries or a camera)."
119,The LAND_WIND_COMP parameter controls how much headwind compensation is used when landing. Headwind speed component multiplied by this parameter is added to TECS_LAND_ARSPD value. Set to 0 to disable this.
120,The target landing airspeed value is still limited to being lower than AIRSPEED_MAX.
121,"To further improve landing you can use a Pre-Flare to reduce airspeed just before the flare. This is enabled by setting either LAND_PF_ALT or LAND_PF_SEC to either enter a pre-flare state at a fixed altitude or at an estimated seconds to ground (given your current decent rate). Once the Pre-Flare is triggered the desired airspeed becomes LAND_PF_ARSPD. This value should be lower than TECS_LAND_ARSPD but greater than the stall speed. This is particularly useful where reverse thrust is available. However, some aircraft can handle a stall landing so setting this to a very low number (1) will tell the aircraft to bleed off as much airspeed as possible before the flare."
122,"During the landing approach the autopilot needs to balance the requested airspeed (set by TECS_LAND_ARSPD) and the requested glide slope and landing position (set by the final approach waypoint and final landing point). The default configuration tries to balance these two demands equally, but for some aircraft you may want to prioritize one over the other."
123,"The priority of airspeed control versus height control is set using the TECS_LAND_SPDWGT parameter. A value of 1 (the default) means a balance between the two. A value closer to two gives a higher priority to airspeed and a value closer to zero gives a higher priority to height control. For example, if you are landing at a speed close to the stall speed you may wish to place a high priority on the airspeed control. To do that you should set TECS_LAND_SPDWGT to a value close to 2, such as 1.9."
124,"If what you want in a landing is precision in the position where it lands then you should set TECS_LAND_SPDWGT to a low number, such as 0.2 or even 0.0. In that case the plane will still try to achieve the target landing airspeed by using the throttle, but it will not try to control airspeed with pitch."
125,"If you are landing a glider (or any aircraft without a motor) then you should set TECS_LAND_SPDWGT to 2.0, so that airspeed is the priority and pitch will be used to control airspeed."
126,"In most cases a value of -1 gives the best result. This special value will auto-adjust the value during the landing, scaling it from your normal TECS_SPDWEIGHT value down to zero at the point of landing. So up in the sky during approach you maintain good airspeed but by the time you land the emphasis is on a more accurate landing."
127,"For a steep landing approach, the limitation is how well you can maintain your desired airspeed. This is determined by your aircraft’s ability to create reverse thrust (motor+prop thrust or airbrake drag ability),if used,  and its resistance to slowing down (aircraft mass). In many cases extreme steepness is unnecessary, but possible. With an over-sized motor and lightweight aircraft you can come in as steep as 60 degrees."
128,"To determine your steepest approach angle, set TECS_APPR_SMAX very high as to not limit you (e.g. 99). Next, plan a mission with a steeper than normal approach (try 15 degrees and go up from there). Watch your airspeed on the approach - the aircraft should be able to maintain TECS_LAND_ARSPD without exceeding 75% of the available reverse throttle range. If not, you’re coming in too steep for the negative-thrust-to-mass ratio of your aircraft."
129,Keep in mind that whatever value you determine as your maximum may not be acceptable in all wind conditions. It is best to be a little conservative to maintain repeatability.
130,Automatic Flaps can also be used for steeper approaches.
131,"With a rangefinder or accurate GPS, and airspeed sensors installed, a pre-flare point can be set since we will have an accurate airspeed and altitude reading."
132,This gives us a good idea of our momentum and stable “initial conditions” to the final flare. Set LAND_PF_ALT (and/or LAND_PF_SEC) to a fairly high point (for example 10m) and adjust from there. Next set LAND_PF_ARSPD to a value just above your stall speed.
133,When LAND_PF_ALT is reached the airspeed demand will instantly go from TECS_LAND_ARSPD to LAND_PF_ARSPD.
134,"This will cause it to slam on the brakes if reverse thrust is being used (see Reverse Thrust Setup) so that the airspeed reduces to the desired airspeed quickly, otherwise plan for some time/distance for the airspeed to reduce."
135,The trick is to set LAND_PF_ALT to an altitude where it achieves LAND_PF_ARSPD before killing the throttle at LAND_FLARE_ALT (which is set at a lower altitude - around 1 or 2m).
136,"Example, TECS_LAND_ARSPD = 15, LAND_PF_ARSPD = 12, LAND_PF_ALT = 12, LAND_FLARE_ALT = 2. Depending on your slope, mass of aircraft and motor+propeller thrust ability, you’re expecting the aircraft to decelerate from 15m/s to 12m/s airspeed while dropping 10m to 2m. These are the critical params to adjust to ensure a smooth and slow flare below 2m altitude."
137,"Now that you are starting the flare with a stable and predictable airspeed, it’s much easier to control the flare. If you’ve already tuned your flare for an auto-land without reverse thrust you’ll want to retune it. You’ll notice you’re coming in much slower ad tuning will be easier. The tweaks and compromises you had to do before are much easier to deal with."
138,"Unless you really know what you’re doing, stall speed can be hard to estimate. Traditionally, to determine this true value you would need to slowly decrease your airspeed until you stall but that comes with the pesky problem that now you have a stalled aircraft falling out of the sky."
139,"With LAND_PF_ALT and LAND_PF_ARSPD you can check your stall speed much lower to the ground. To know the airspeed at the exact moment it stalls, check your dataflash logs (*.bin on SD card) for the airspeed (ARSP.Airspeed) when your wing loses lift and drops by comparing actual roll (CTUN.Roll) and desired roll (CTUN.NavPitch) diverge."
140,"If you have fitted a rangefinder to your aircraft then you can use it for much more accurate landing control. To allow the rangefinder to be used for landing you need to set the RNGFND_LANDING parameter to 1. The first rangefinder with RNGFND_LND_ORNT orientation found, will be used. Normally, this will be “down” (25) for most planes, but Tailsitter Quadplanes would normally use “back” (4) so that the rangefinder is pointing at the ground during a tailsitter landing with its nose vertical."
141,"When using a rangefinder for landing the altitude given by the rangefinder is used only in the landing approach and to determine the flare point, and is designed to allow the aircraft to more accurately follow the glide slope and to flare at the right time."
142,"The effectiveness of a rangefinder can depend on the surface you are flying over, so it is a good idea to do some low passes in a flight mode such as FBWA first, then examine the logs to check that the rangefinder is working correctly."
143,"Also note that if you have a longer range rangefinder then it is a very good idea to set the minimum range of the rangerfinder well above zero. For example, the PulsedLight Lidar has a typical range of over 40 meters, and when it gets false readings it tends to read ranges of less than 1 meter. And setting RNGFND1_MIN_CM to 150 , if its the first system rangefinder, will discard any rangefinder readings below 1.5 meters, and will greatly improve the robustness of the Lidar for landing."
144,"If the autopilot has a good rangefinder (such as LIDAR) then you can safely choose quite small numbers for LAND_FLARE_SEC and LAND_FLARE_ALT, and flare closer to the ground than with the default values. That will generally produce a better landing."
145,A value for LAND_FLARE_SEC of 1.5 and LAND_FLARE_ALT of 2 is a good place to start with a LiDAR.
146,Some ESC’s allow for reversing motor direction. When using reverse on the propeller it will generate a negative thrust which can be used to reduce your airspeed. During a steep landing approach this method can be used to maintain a stable and low airspeed allowing you to land much more softly and precisely. Reverse thrust can also be automatically used during automatic landings (see below) or during other throttle controlled modes to steepen descents. See  Reverse Thrust Setup for details on setting up reverse thrust.
147,"enabling reverse thrust automatically sets the SERVOx_TRIM value to LOW throttle stick for the throttle output servo. SERVOx_TRIM is normally ignored, and low stick is SERVOx_MIN! Arming in this condition with an ESC not properly setup will spin-up the motor, possibly dramatically!"
148,"To use this feature in automatic landings, it is highly recommend to use an airspeed sensor and a rangefinder (see above) for an accurate altitude."
149,The below video is an example of a Skywalker X8 performing an auto-landing with a 15 degree slope. The target is the hat on the ground showing it is possible to get repeatable high precision landings where the final position error was dictated by the GPS position error. This particular aircraft has been landed at 20deg and 25deg slopes too. You may have different results depending on weight of aircraft and available thrust from motor/propeller. Typically a Skywalker X8 would need a shallow slope such at 6 to 10deg.
150,The key parameters that control reverse thrust landing in addition to the ones listed in section 1.1  and :ref:` Reverse Thrust setup <reverse-thrust-setup>` are:
151,LAND_PF_ALT
152,LAND_PF_SEC
153,LAND_PF_ARSPD
154,USE_REV_THRUST
155,TECS_APPR_SMAX
156,SERVOx_TRIM where x is the throttle output channel
157,THR_MIN
158,"The maximum amount of reverse thrust used in autopilot throttle controlled modes is set by THR_MIN. A value of -100 provides the maximum, while -20 would provide 20% of  maximum, and so on."
159,"The USE_REV_THRUST parameter is a bit mask that allows the setting of when reverse thrust can be activated, as when autolanding, or in other throttle controlled modes."
160,"If an RC channel’s RCx_OPTION auxiliary function has been set to “64”, then activating the switch will also provide access to the reverse thrust capability in non-throttle controlled modes, as shown in the Reverse Thrust Setup section."
161,Airbrakes can also be automatically deployed during reverse thrust operation. See Airbrakes.
162,"Most important is to set the SERVO3_TRIM (assuming the esc/motor is attached to output 3) to the point that the ESC is idle, usually around mid-range (1500us) to create an output curve that has SERVO3_MAX for full forward thrust, and SERVO3_MIN for full reverse thrust. This should be done AFTER the RC Calibrations setup step."
163,"Many ESCs can operate in forwards and reverse, however that is usually not a stock feature and may need to be reprogrammed to do it. Any SimonK and BLHeli compatible ESC can be flashed to support reverse thrust."
164,Here’s info about BLHeli compatible ones.
165,Remove propeller while configuring ESCs and thrust parameters
166,Configure your ESC for reverse thrust by changing its neutral point. Many ESC require custom firmware to accomplish this. Search Google or your ESC manufacturer for instructions on how to configure your particular ESC.
167,"Set  Minimum PWM to 1000, mid to 1500, and maximum to 2000, corresponding to maximum reverse thrust,idle, and maximum positive thrust from the ESC/Motor."
168,The DO_LAND_START mission item can be used for two purposes:
169,To provide an automatic re-attempt for an aborted NAV_LAND autolanding in a mission. (See How to Abort an Autolanding)
170,To provide an automatic landing for an RTL.
171,To trigger an automatic landing as part of an RTL (return to launch) you need to do two things:
172,"add a DO_LAND_START mission item to your mission, just before the start of your landing sequence which sets up the approach waypoints and ends with a NAV_LAND item."
173,set the RTL_AUTOLAND parameter to 1 or 2
174,"The way it works is that when the plane enters an RTL it checks to see if the parameter RTL_AUTOLAND is set to 1 or 2. If it is 1 or 2, then the current mission is searched for a mission item of type DO_LAND_START. If one is found then the plane will automatically enter AUTO mode and land, starting at the part of the mission just after the DO_LAND_START marker."
175,"the “landing sequence” whose start is the DO_LAND_START marker, does not actually have to include a landing! it can be any sequence of valid mission commands. For example, flying to a location, and changing to an indefinite VTOL loiter (applies only to a QuadPlane, obviously)."
176,The exact behaviour depends on the RTL_AUTOLAND value:
177,"If RTL_AUTOLAND = 1, then the plane will first RTL as normal, then when it starts circling the return point (home or a rally point) it will then switch to the AUTO mission after the DO_LAND_START"
178,"If RTL_AUTOLAND = 2, then the plane will bypass the RTL completely and go straight to the landing sequence after the DO_LAND_START."
179,"If you are already in a landing sequence (NAV_LAND or DO_START_LAND sequence), then it will continue."
