id,text
42,"Polygon FENCE_TYPE fences includes circular fences, as well as polygonal shapes, as specified in the Inclusion/Exclusion fence list. This simple home centered “TINCAN” fence is a separate fence. Rover ignores altitudes, if set."
43,"Copter and Traditional Heli , when connected to Mission Planner, present a CONFIG tab called GeoFence which provides another way to access these parameters in those vehicles."
44,The minimum recommended cylindrical fence radius is 30m
45,"The fence requires the GPS to be functioning well so do not disable the GPS arming check nor the EKF failsafe while the fence is enabled. Conversely, if you disable either of these checks, disable the Fence."
46,"For the best results, ensure RTL is working on your vehicle."
47,"With the Fence enabled in Copter and Rover, the pre-arm checks will require you have GPS lock before arming the vehicle."
48,"In Copter, if EKF failsafe occurs and the Fence is enabled and you lose GPS lock while flying the fence will be disabled."
49,"In Copter, if EKF failsafe occurs and the Fence is enabled and in an autonomous mode, the vehicle will switch to LAND (HOLD for Rover) because we no longer know the vehicle position and we want to ensure the vehicle never travels far outside the fence. If this is not desired, the pilot can retake control by moving the flight mode switch to a manual mode."
50,"The Copter and Rover backup fences are created 20m out from the previous breached fence not 20m out from the vehicle’s position.  This means if you choose to override the fence you may have less than 20m to regain vehicle control before the fence switches the vehicle to the FENCE_ACTION again.  If you really want to override the fence, you should be ready to switch the flight mode twice or alternatively set-up the enable/disable fence switch."
51,"ArduPilot includes support for polygon fences with up to 70 points and for pure circular fences with specified radii. Unlike the home-based cylindrical fence cylindrical fence, the circular inclusion/exclusion fence can be placed anywhere. Either the polygonal or circular fences may be selected to be inclusion or exclusion type, and may be mixed. The purpose of these fences are to attempt to stop your vehicle from flying into (exclusion), or out of (inclusion), the fences by initiating a failsafe action like RTL (See FENCE_ACTION) or, if flying in Loiter mode for Copter and Object Avoidance is setup, the vehicle will normally stop before breaching the fence and in some cases, plan paths around the boundaries."
52,This feature is an extension of the simpler home-based cylindrical fence and can be combined with it.
53,"While Copter and Rover can use Object Avoidance strategies to avoid most fence breaches, Plane only has airborne aircraft ADSB avoidance. For safety, plan your polygon fences anticipating the path of whatever FENCE_ACTION is selected upon breach. This usually means significantly larger fence boundaries than what is being protected."
54,"You can have multiple circular or polygon inclusion or exclusion fences, all active at the same time. The example PLAN screen from Mission Planner, below, shows examples of each. Note that they can overlap, with one another. So in the example below the Plane could fly within the union of the large polygonal fence AND within the circular overlapping fence without breaching. The example below is not realistic, since with the large inclusion fence, the outside exclusion fences would never be reached and are superfluous, but it shows all the different kinds of fences that can be created."
55,See [site wiki=”plane”] for fence setup parameters common to all fences.
56,"These fences are created and treated in a similar way to mission command lists and rally point lists and loaded into the autopilot. Each item in the list specifies a point in the polygonal boundary or a circular item, whether its inclusion or exclusion type, and radius if circular. Most GCS provide a graphical drawing facility to add in the design of the fence boundaries and inclusion/exclusion type."
57,Multiple fences can be specified of differing types and shapes in the list.
58,"Fences are stored in a separate reserved area of flash in the autopilot from mission items and rally points. The number that can be stored depends on their complexity, but when you go to “Write” them to the autopilot, an error message will be displayed if storage limit is exceeded. In this case, you can enable storage on the SD Card by setting the BRD_SD_FENCE parameter to a non-zero size, which will store the fences on SD card instead of internal memory."
59,The minimum recommended fence radius is 30m
60,"You can define many inclusion and exclusion fences. However,multiple inclusions fences, including the cylindrical fences must overlap, since the vehicle can operate only within the complete overlap area of all of the inclusion fences. Exclusion fences may be placed within or outside of inclusion fences."
61,"In order to upload or download these fences from Mission Planner the connected link must be using MAVLink2 protocol. Normally, since the USB connection is used, this protocol is default. However, radio linked connections may use MAVLink1 by default and would need to be changed to MAVLink2 in order to upload and download across them."
62,"You can have both the cylindrical fences and inclusion/exclusion fences and choose to use just the HOME centered “tin-can” for a flight by selecting only the “Circle” or “Altitude and Circle” for FENCE_TYPE. You can chose to enable the cylindrical fences, these inclusion/exclusion fences, and/or altitude limit, in any combination, with this parameter."
63,A polygon fence can be used in combination with the cylindrical fences and the failsafe behaviour (i.e. stop at the fence or RTL) will trigger at whichever barrier the vehicle reaches first (i.e. the green line shown below)
64,Please see the Cylindrical Fence page for additional warnings and instructions including how to enable/disable the fence with the RC channel auxiliary switches.
65,TYPE OF FENCE
66,FENCE_TYPE bit
67,PLANE
68,COPTER
69,ROVER
70,FENCE_ALT_MAX defines max altitude
71,0
72,X
73,Circle Centered on Home
74,"Parameters for radius, height"
75,1
76,Arbitrary Locations
77,Polygonal or Circular
78,Inclusion or Exclusion
79,"Defined by list, like missions"
80,No height/altitude restriction
81,2
82,FENCE_ALT_MIN defines min altitude
83,3
84,"if FENCE_TYPE =2 inclusion zones overlap, a fence breach will occur when crossing a boundary, even if within another inclusion zone, UNLESS FENCE_OPTIONS bit 1 is set to make all inclusions zones a union set."
85,"[site wiki=”copter,rover”] Rover Actions ————-"
86,"Rover has no altitude actions, but if it reaches the Cylindrical fence boundary in either Steering or Acro modes, it will simply stop and not move beyond it. In other modes, it will execute the FENCE_ACTION."
87,"Copter will stop increasing altitude at FENCE_ALT_MAX in Loiter, PosHold, and AltHold modes."
88,"In Loiter mode, it will try to stop at the horizontal boundaries, but declare a breach if exceeds the boundary."
89,"In other modes, it will execute the FENCE_ACTION below if the altitude or boundary is reached."
90,FENCE_ACTION
91,Copter
92,Rover
93,Report Only
94,RTL/LAND
95,RTL/HOLD
96,LAND
97,HOLD
98,SmartRTL/RTL/LAND
99,SmartRTL/RTL/HOLD
100,4
101,BRAKE/LAND
102,SmartRTL/HOLD
103,5
104,SmartRTL or  LAND
105,not applicable
106,"RTL/HOLD,etc. means it will attempt RTL first, but if it can’t switch to that mode (ie for RTL, GPS lock is lost), it will attempt to switch to the next,in this case HOLD."
107,"If Object Avoidance is setup, RTL actions will attempt to avoid any fences as it returns."
108,"At the moment the fence is breached a backup fence is erected 20m further out (or up).  If the vehicle breaches this backup fence (for example if the vehicle is not set up correctly or the operator takes control but is unable to bring the copter back towards home), the vehicle will execute the FENCE_ACTION again (and another backup fence an additional 20m further out will be created if this is breached again)."
109,"If the vehicle eventually proceeds 100m outside the configured fence distance, despite the backup fences, the vehicle will switch into LAND mode (HOLD for Rover).  The idea being that it’s clearly impossible to get the vehicle home so best to just bring it down/stop it.  The pilot can still retake control of course with the flight mode switches.  Like with the earlier fences, another fence is erected 20m out which will again switch the vehicle to LAND (HOLD for Rover), if it continues away from home. [/site] [site wiki=”plane”]"
110,"If enabled, and  the fence boundaries or altitudes(FENCE_ALT_MAX and FENCE_ALT_MIN), if non-zero,  are exceeded, Plane will execute the FENCE_ACTION below:"
111,Plane
112,RTL
113,6
114,Guided to return point
115,7
116,Guided to return point with pilot throttle control
117,"The return (and loiter) point, unless FENCE_RET_RALLY is enabled, is the geometric center of the breached fence boundary. If FENCE_ACTION is set to a guided return mode (6 or 7), the altitude at which it returns is determined by FENCE_RET_ALT or if  FENCE_RET_ALT is zero, midway between the altitude limits, if non-zero. If both altitude limits are zero, then it will return at current altitude."
118,"The return point can also be replaced by the nearest rally point (See: Rally Points) as a destination, if FENCE_RET_RALLY is enabled."
119,"while executing any action that requires a mode change (ie. all except Report Only), any additional fence breaches are recorded but ignored. For example, RTL that has an AutoLand will breach a MIN_ALT fence, if enabled, but take no action and finish the landing."
120,"Modes changes cannot be executed after the fence breach unless the FENCE_OPTIONS bit 0 is set to “0”. By default it is set to “1” to prevent mode changes. When set, the vehicle must return to within the fence boundary in order to change modes. If mode changes are allowed, you can also return to the mode that was active upon breach by using an RC auxiliary switch set to option “96” (Re-read mode switch). [/site]"
121,It is not necessary to set-up a switch to enable or disable the fence but if you wish to control the fence with a switch follow these steps:
122,"An RCx_OPTION can be set via the Config/Tuning > Full Parameter List screen, for example using RC channel 7:"
123,Set RC7_OPTION = 11 (Fence Enable)
124,"setting the switch high (i.e. PWM > 1800) will enable all configured fences, low (under 1800) will disable all fences."
125,"if the Minimun Altitude fence is enabled by the switch while on the ground and disarmed, a pre-arm failure will occur preventing arming."
126,"For landing modes (NAV_LAND,QLAND,LAND,etc.) in Copter and Plane, the FENCE_ALT_MIN limit is automatically disabled."
127,[site wiki=”copter”]
128,"For Polygonal fences, Copter will stop increasing altitude at FENCE_ALT_MAX in Loiter, PosHold, and AltHold modes. [/site] [site wiki=”plane”]"
129,"When in Mode FBWB or CRUISE, Plane will attempt to limit altitude target changes by the pilot (ie using Pitch stick for climb/descent rate demand inputs) to avoid breaching a maximum or minimum altitude fence. [/site]"
130,altitude control imperfections can still result in a breach unless the FENCE_MARGIN param is loose enough to accommodate these imperfections.
131,"Copter and Traditional Heli, when connected to Mission Planner, present a CONFIG tab called GeoFence which provides another way to access these parameters in those vehicles."
132,[/site]
133,"One of the main uses of geo-fencing is to teach yourself (or someone else) to fly radio controlled vehicles. When you have a properly configured geo-fence it is very hard to crash, and you can try manoeuvres that would normally be too likely to end in a crash, trusting the autopilot to ‘bounce’ the vehicle off the geo-fence before the flight ends in disaster."
134,"Geo-fencing can be combined with any flight mode. So for a raw beginner, you would combine it with one of the stabilised flight modes . Once the pilot has gained some confidence you could combine it with ACRO mode in Copter or MANUAL mode in Plane, which gives direct control of the vehicle and allows for the most interesting aerobatic manoeuvres."
135,[site wiki=”plane”]
136,"ArduPilot enables ‘stick mixing’ by default when in auto modes. This means that you can change the path of a loiter, for example, by using your transmitter sticks."
137,"When you are using geo-fencing, stick mixing will be disabled on fence breach until your plane is back inside the fenced region. This is to ensure that the bad control inputs that caused you to breach the fence don’t prevent it from recovering to the return point."
138,"As soon as you are back inside the fence stick mixing will be re-enabled, allowing you to control the GUIDED mode that the plane will be in. If by using stick mixing you manage to take the plane outside the fence again then stick mixing will again be disabled until you are back inside the fence."
139,"ArduPilot will report the fence status via the MAVLink GCS protocol. The key status packet is called FENCE_STATUS, and is defined in “ardupilotmega.xml”. A typical FENCE_STATUS packet looks like this:"
140,"The breach_status field is 0 if inside the fence, and 1 if outside. The breach_count is how many fence breaches you have had on this flight. The breach_type is the type of the last breach (see the FENCE_BREACH enum in ardupilotmega.xml). The breach_time is the time in milliseconds of the breach since APM was booted."
141,"The MAV_SYS_STATUS_GEOFENCE bit of the MAV_SYS_STATUS_SENSOR portion of the SYS_STATUS message indicates whether or not the geo-fence is breached.  As of this writing only the MAVProxy GCS recognizes this status bit and reports the status of the geo-fence.  In the future the Mission Planner, APM Planner, and other GCS applications should get support for announcing geo-fence status during the flight."
142,"The MAV_CMD_DO_FENCE_ENABLE MAVLink command message allows a GCS to enable or disable a fence interactively.  As of this writing only MAVProxy supports this message using the “fence enable” or “fence disable” commands.  In the future Mission Planner, APM Planner, and other GCS applications may get support for interactively enabling and disabling the geo-fence without needing to use a manual transmitter."
143,ArduPilot allows taking off from a moving platform such as boats or other moving vehicles.  It is basically a change to how the gyros are calibrated.
144,"In many cases Copters, Rovers, and Planes will be able to take off from a moving platform without any special parameter changes as long as the platform is not moving too rapidly during the gyro calibration which occurs a few seconds after startup (look for the LEDs flashing red and blue)."
145,"If the platform is moving too much however, the gyro calibration will fail after 30 seconds and gyro related warnings like “Bad Gyro Health” will appear on the HUD.  Despite this warning the vehicle may fly normally but having the warning is unnerving and may hide other errors.  In this case, it is best to disable the automatic gyro calibration by setting the INS_GYR_CAL parameter to “0”."
146,"Note that even with automatic gyro calibration disabled, the gyros calibration can be triggered manually from the Mission Planner (and perhaps some other ground stations) using the Flight Data screen’s Actions tab.  Select “PREFLIGHT_CALIBRATION” from the top-left drop-down and then press the “Do Action” button."
147,This is useful if for some reason a gyro calibration is required and the vehicle can be temporarily placed on a near non-moving platform.
148,"[copywiki destination=”copter,rover,blimp”]"
149,These are the available options that allow a vehicle to estimate its position without a GPS.  Once enabled this allows all autonomous and semi-autonomous modes just as they do would a GPS is available.
150,"This article explains how to setup an Intel Realsense T265 for use with ArduPilot as a substitude for a GPS allowing position control modes like Loiter, PosHold, RTL, Auto to work. This method uses a python script running on an RPI companion computer to send position information to ArduPilot without the use of ROS.  The setup using ROS is here."
151,Intel RealSense Tracking Camera T265
152,"Raspberry Pi 4 (2GB or 4GB recommended, 8GB has issues) or Raspberry Pi 3"
153,16GB (or larger) SD card
154,PiConnectLite to connect the RPI to the autopilot (optional)
155,The RPI4 supports USB3 which allows both pose + image data to be captured from the camera.  The slower RPI3 only has USB2 meaning only pose data can be captured although this is sufficient for most users.
156,Download the latest APSync Ubuntu image (found here) to your PC and then flash it to the 16GB (or larger) SD card using a tool such as Etcher or Win32DiskImager and then insert it into the RPI’s SD Card slot
157,Mount the Intel RealSense T265 on the vehicle facing forward (see below for information other orientations) using thick double sided tape or David Sastre’s T265 mount to better isolate the camera from vibrations
158,Connect the Intel RealSense T265’s USB cable to one of the RPI4’s blue USB3 ports
159,Connect the PiConnectLite’s power cable to the battery (7V to 30V)
160,"Connect the PiConnectLite’s serial cable to one of the autopilot’s telemetry ports (i.e. Telem1, Telem2). The only signals used in this cable are TX, RX and GND. The other signals are NC."
161,David Sastre’s T265 mount
162,Connect to the autopilot with a ground station (i.e. Mission Planner) and check that the following parameters are set:
163,SERIAL2_PROTOCOL = 2 (MAVLink2).  Note this assumes the RPI4 is connected to AutoPilot “Telem2” port.
164,SERIAL2_BAUD = 921 (921600 baud)
165,Optionally set SERIAL2_OPTIONS = 1024 (Don’t forward mavlink to/from) to block the RPI4/T265 mavlink messages from reaaching the ground station
166,VISO_TYPE = 2 (IntelT265)
167,Next setup the EKF3 to use the ExternalNav for position and velocity:
168,EK3_SRC1_POSXY = 6 (ExternalNav)
169,EK3_SRC1_VELXY = 6 (ExternalNav)
170,EK3_SRC1_POSZ = 1 (Baro which is safer because of the camera’s weakness to high vibrations)
171,EK3_SRC1_VELZ = 6 (ExternalNav)
172,Optionally set GPS1_TYPE  = 0 to disable the GPS
173,If you wish to use the camera’s heading:
174,"COMPASS_USE = 0, COMPASS_USE2 = 0, COMPASS_USE3 = 0 to disable all compasses"
175,EK3_SRC1_YAW = 6 (ExternalNav)
176,If you wish to use the autopilot’s compass for heading:
177,COMPASS_USE = 1 (the default)
178,EK3_SRC1_YAW = 1 (Compass)
179,RC7_OPTION = 80 (Viso Align) to allow the pilot to re-align the camera’s yaw with the AHRS/EKF yaw before flight with auxiliary switch 7.  Re-aligning yaw before takeoff is a good idea or loss of position control (aka “toilet bowling”) may occur.
180,"After the parameters are modified, reboot the autopilot.  Connect with the ground station and (if using Mission Planner) right-mouse-button-click on the map, select “Set Home Here”, “Set EKF Origin Here” to tell ArduPilot where the vehicle is and it should instantly appear on the map."
181,"Just before flying, pick up the vehicle to a height of 1m and then put it down again.  This allows the camera to calibrate its vertical scaling."
182,If you wish to switch between GPS and T265 see the GPS/Non-GPS Transitions wiki page
183,"In a nutshell, the 6-DOF pose data (position and orientation) and confidence level obtained from the Realsense T265 will be processed by our python script and send to ArduPilot through MAVLink. Overall, the script will do the following tasks:"
184,"Obtain 6-DOF pose data and tracking confidence level data using relevant APIs from pyrealsense2, which is the Python wrapper for librealsense."
185,Perform necessary matrix transformation to align the frames of the Realsense T265 and NED frame as well as other processing steps.
186,"Pack pose data into MAVLink message VISION_POSITION_ESTIMATE and confidence level data into a dummy message, then send them to ArduPilot at a predetermined frequency so as to not flood the Autopilot with incoming data."
187,Automatically set EKF home for simple setup and flying.
188,"The choice of Python is optional, and you can use any other wrappers supported by librealsense. ROS users can find the equivalent article here."
189,"For the sake of brevity, explanation of the system will be kept short. More in-depth discussion can be found in the following blog posts: part 4, part 5."
190,"The Realsense T265 is supported via librealsense on Windows and Linux. Installation process varies widely for different systems, hence refer to the official github page for instructions for your specific system:"
191,Ubuntu
192,Jetson (Compiling from source is needed to get the Python wrapper pyrealsense2)
193,Odroid
194,Windows
195,Raspbian
196,"For RPi running Ubuntu, the installation process for librealsense has been detailed in this wiki. Follow the instructions to install librealsense and pyrealsense2. Since we are not using ROS, realsense-ros is not required."
197,Establish serial connection: Connect RPi to ArduPilot with MAVLink.
198,"If the connection between RPi-ArduPilot is established via the UART serial port, also change the setting in /boot/config.txt."
199,Install Python3.
200,You should be able to run the examples provided by Intel can be found in the folder ~/librealsense/wrappers/python/example with Python3 command.
201,Install pip for Python3 (pip3).
202,Install Python packages:
203,"Download the script t265_to_mavlink.py. In case you have downloaded the vision_to_mavros package, it can be found in the script folder."
204,"Before the script can be run, the PYTHONPATH environment variable needs to be added with the path to the pyrealsense2 library. Alternatively, copy the build output (librealsense2.so and pyrealsense2.so in ~/librealsense/build/) next to the script. First, run the test script t265_test_streams.py to verify installation of pyrealsense2 and the T265 is connected."
205,"Modify parameters in the t265_to_mavlink.py script for your system configuration. Most importantly, find and change the following parameters in the script:"
206,The parameters can also be passed as input arguments from the command line. Now let’s run the main script:
207,View all available input arguments: python3 t265_to_mavlink.py --help
208,"To verify that ArduPilot is receiving VISION_POSITION_ESTIMATE messages, on Mission Planner: press Ctrl+F and click on “Mavlink Inspector”, you should be able to see data coming in. The confidence level can be viewed in message VISION_POSITION_DELTA, field confidence."
209,"Changes in value of the tracking confidence level can also be notified on Mission Planner’s message panel, HUD and by speech. These notifications will pop up when the system starts and when confidence level changes to a new state, for example from Medium to High."
210,To enable speech in Mission Planner: Tab Config/Tuning > Planner > Speech > tick on “Enable speech”.
211,"If there are some messages constantly displayed on the HUD, you might not be able to see / hear the confidence level notification."
212,"If telemetry is slow, notification might be dropped. You can still see the latest message in MAVLink Inspector, message STATUSTEXT."
213,"If telemetry is very slow, it may be flooded by VISION_POSITION_ESTIMATE messages. You can disable message forwarding by setting bit 10 in SERIALx_OPTIONS. Be aware you will not receive VISION_POSITION_ESTIMATE in GCS anymore."
214,"After power on, ssh into the companion computer, navigate to the script and run: python3 t265_to_mavlink.py."
215,Wait until the quadcopter icon appears on the map of Mission Planner.
216,"Pick-up the vehicle and walk it around, check that the vehicle’s position movements are shown on the map. The trajectory of the vehicle on the map should reflect the real movements without too much distortion or overshoot. Below is an example of walking in a 2m x 2m square."
217,"During the test, view the confidence level and verify tracking performance. For most applications you should trust the full 6dof pose only in high confidence. If you only need the rotation (3dof), lower confidence poses can be used."
218,"If the external navigation data is lost for any reason (tracking lost, script is interrupted etc.), reboot the Autopilot."
219,"If you are flying in a confined environment, it might be best to go around the safety perimeter of flying, view the trajectory on the map, then remember not to fly/setup mission beyond that perimeter."
220,For your first flight:
221,"Takeoff in Stabilize or Alt-Hold, check that the vehicle is stable."
222,Move the vehicle around and observe the position on Mission Planner to see if tracking is stable.
223,"Switch to Loiter, but always ready to switch back to Stabilize/Alt-Hold if anything goes awry."
224,"Otherwise, the vehicle should hover stably and able to keep its position."
225,"Move the vehicle around (translate, rotate) at varying speed, always ready to switch back to Stabilize/Alt-Hold."
226,"If everything works as expected, next time you can arm and takeoff in Loiter mode."
227,"Always confirm that position feedback is running ok before switching to Loiter mode. Also look out for the safety boundary in your environment, i.e. where tracking might get lost due to lack of features, fast or rotation movement."
228,The visual odometry information will appear in the VISO dataflash log messages.
229,EKF’s visual odometry information will appear in XKFD messages
230,The script can be run automatically at boot time.
231,"Download or create a shell file t265.sh, modify the path to t265_to_mavlink.py script in this shell file, then make it executable:"
232,"Depends on your system, use any method to make the script autorun at boot. In the steps below, we will use systemd to turn it into a service."
233,Let’s create a file /etc/systemd/system/t265.service with the following content. Set your actual username after User= and set the proper path to your t265.sh in ExecStart=.
234,That’s it. We can now start the service and automatically get it to start on boot:
235,"If switching between this and OpticalFlow is desired, see ExternalNAV/Optical Flow Transitions"
236,"This article explains how to setup a Luxonis OAK-D camera for use with ArduPilot as a substitude for a GPS allowing position control modes like Loiter, PosHold, RTL, Auto to work. This solution is based on HKUST Aerial Robotics Group’s VINS-Fusion and Sara Lucia Contreras Ojeda’s thesis “Robot pose calculation based on Visual Odometry using Optical flow and Depth map”"
237,Luxonis OAK-D or OAK-D Pro. OAK-D S2 should work but not be tested yet
238,Raspberry Pi 4 or Raspberry Pi 5
239,Connect the OAK-D to one of the RPI’s blue USB3 ports
240,Connect the RPI’s UART port to autopilot’s Telem1
241,On RPI’s terminal
242,SERIAL1_PROTOCOL = 2 (MAVLink2).
243,SERIAL1_BAUD = 1500 (1500000 baud)
244,VISO_TYPE = 1
245,VISO_DELAY_MS = 50
246,EK3_SRC1_POSZ = 1 (Baro which is safer)
247,EK3_SRC1_VELZ = 0 (you can set it to 6 if 1st flight test looks good)
248,Open 3 terminals on RPI On 1st terminal
249,On 2nd terminal
250,On 3rd terminal
251,On a PC with ROS Noetic installed (WSL will do)
252,"red = front, green = left and blue = up"
253,This article explains how a MarvelMind system can be a short-range substitute for a GPS allowing position control modes like Auto and Guided. See the user manual for more details on the system.
254,image courtesy of marvelmind.com
255,Marvelmind Starter Set
256,Ensure the Marvelmind is firmware version 5.77 (or higher) and enable the ‘Raw Distances Data’ in the Dashboard
257,Set the stationary beacon with the lowest address as the origin in your dashboard.
258,"The height of every stationary beacon, from the ground, must be set on the dashboard."
259,The hedge should be set to output Marvelmind Protocol at baud rate of 115200.
260,Set EK3_SRC1_POSXY to 4 (Beacon)
261,Set EK3_SRC1_VELXY to 0 (None)
262,Set EK3_SRC1_POSZ to 4 (Beacon)
263,Set EK3_SRC1_VELZ to 0 (None)
264,Set EK3_SRC1_YAW to 1 (Compass)
265,Set BCN_TYPE to 2 (means using Marvelmind system)
266,"Set BCN_LATITUDE, BCN_LONGITUDE and BCN_ALT to match your actual location.  Getting these values exactly correct is not particularly important although getting it close is required in order for the compass’s declination to be correctly looked up from the small database held within ArduPilot."
267,Set BCN_ORIENT_YAW to the heading from the origin beacon to the 2nd beacon.  One way to capture this value is to stand at the origin holding the vehicle so that it’s nose points towards the second beacon.  Read the vehicle’s heading from the HUD and enter this value into BCN_ORIENT_YAW
268,Set GPS1_TYPE to 0 to disable the GPS
269,Set ARMING_CHECK to -9 to disable the GPS arming check
270,Set SERIAL1_BAUD to 115 to set telemetry1’s baud rate to 115200 (if using Telem2 set SERIAL2_BAUD instead)
271,Set SERIAL1_PROTOCOL to 13 to enable receiving data from the marvelmind (If using Telem2 set SERIAL2_PROTOCOL instead)
272,"Set BRD_SER1_RTSCTS to 0 to ensure telem1 does not use flow control (If using Telem2 set BRD_SER2_RTSCTS instead, not required if using Serial4/5)"
273,Connect the Autopilot to a ground station
274,Click on ‘freeze map’ on the dashboard
275,"After about 1 minute the vehicle’s position should jump to the latitude, longitude you input during the configuration step (above)"
276,Check that the vehicle’s position is relatively stable (i.e. moving around less than one meter)
277,Walk the vehicle around between the beacons and ensure that its position on the map updates correctly
278,"The distance to the beacons can be found in the dataflash log’s BCN message’s D0, D1, D2, D3 fields."
279,"This article explains how to setup a ModalAI VOXL-CAM for use with ArduPilot as a substitude for a GPS allowing position control modes like Loiter, PosHold, RTL, Auto to work."
280,The VOXL board in the VOXL-CAM can be purchased individually and be used as a companion computer. The newer and more powerful VOXL 2 companion computer is also available.
281,VOXL camera support is available in ArduPilot 4.3 (and higher).
282,VOXL CAM + TOF Dev Kit
283,Flight Controller Telemetry Cable
284,Optionally an 8GB or larger SD Card
285,Connect the VOXL camera to the autopilot as shown above.  In these instructions the autopilot’s Telem2 port is used.
286,Mount the VOXL camera on the front of the vehicle oriented so that the wifi antennas extend from the bottom of the camera
