id,text
44,"The quadcopter shown above is the simplest type of multicopter, with each motor/propeller spinning in the opposite direction from the two motors on either side of it (i.e. motors on opposite corners of the frame spin in the same direction)."
45,A quadcopter can control its roll and pitch rotation by speeding up two motors on one side and slowing down the other two.  So for example if the quadcopter wanted to roll left it would speed up motors on the right side of the frame and slow down the two on the left.  Similarly if it wants to rotate forward it speeds up the back two motors and slows down the front two.
46,"The copter can turn (aka “yaw”) left or right by speeding up two motors that are diagonally across from each other, and slowing down the other two."
47,"Horizontal motion is accomplished by temporarily speeding up/slowing down some motors so that the vehicle is leaning in the direction of desired travel and increasing the overall thrust of all motors so the vehicle shoots forward.  Generally the more the vehicle leans, the faster it travels."
48,Altitude is controlled by speeding up or slowing down all motors at the same time.
49,A multicopter becomes a UAV or Drone when it is capable of autonomous flight.  Normally this means taking the accelerometer and gyro information and combining it with barometer and GPS data so the flight controller understands not only its orientation but also its position.
50,The demo begins in Stabilize Mode which provides inertial stabilization and permits manual flight control.
51,In Loiter Mode the Copter automatically maintains position and altitude but permits manual override.
52,Simple Mode enables the copter to be flown without regard to the copters orientation (the direction it is facing).
53,“Auto Land” causes the copter to descend and disarm its motors when it has landed.
54,A video by Robert Lefebvre showing how well our firmware can allow a multicopter to operate even in 60 to 90 kmh gusting winds.  This video illustrates operation under conditions near the physical limits of the copter and should not be attempted by non-experts.
55,This article provides an overview of some of the main use cases for Copter.
56,"The Copter autopilot provides a stable flying platform that enables precise manual and automated control over vehicle position, speed, orientation and actions. The supported control behaviours are made available using autopilot flight/control modes:"
57,"Manual flight modes like Stabilize, Alt Hold and Loiter provide different types of stabilisation and make vehicles easier to fly and position. Other manual modes like Follow Me and RTL (Return-to-Launch) automate tasks that would otherwise require complex manual adjustments."
58,AUTO Mode allows you to run complex missions that you can define using a ground control station.
59,"A companion computer on the vehicle can communicate with/control Copter (for example, using DroneKit-Python) and perform computationally intensive low-latency tasks like computer-vision."
60,"This stability and precision, and the flexibility in terms of manual and automated control, make Copter the ideal platform for many UAV applications."
61,"This article provides an overview of some of the main use cases, with special emphasis on those requiring photographic/video inspection or payload delivery in difficult-to-reach places."
62,Additional use cases and information are covered in the section Use Cases and Applications.
63,"Copter allows you to easily get to locations and take pictures/video that would otherwise be difficult (or impossible) to reach. For this reason, photography applications are currently the most highly developed use-case."
64,"Copter provides a stable platform for photography, with additional stability and independent control of camera position (relative to the vehicle) provided by brushless camera gimbals. Copter supports camera-friendly flight modes like Follow Me and allows you to control/maintain the camera target at a specific region of interest."
65,Advanced systems like 3DR Solo implement even more advanced vehicle/camera control (“smart shots”) using `DroneKit-Python running on a Companion Computer.
66,First Person View allows you to fly your copter from the perspective of an actual on board pilot. This use case is discussed in the topic First Person View (FPV).
67,"Copters can help save lives/provide relief in the event of major disasters (fires, flood, tornadoes, earthquakes, volcanic eruptions etc)."
68,"They are particularly useful for search and survey tasks, and for delivery of low-weight critical supplies, information and assistance. They can do this relatively cheaply without putting additional lives at risk (freeing up other resources to do actual recovery)."
69,"Copter makes an excellent platform for locating missing individuals and groups. Vehicles can perform a grid search and take photographs for either on-board (using a companion computer) or later analysis. Copter can search in hard-to-reach areas, and may be used in large numbers due to their low cost."
70,"Fixed wing vehicles have much greater range than Copter, and may be more suitable for searching large areas with low ground-cover."
71,Agricultural inspection is a growing field for UAV applications. Examples include:
72,Tile and drainage inspections
73,Barn roof and silo inspections
74,Irrigation pivot inspections
75,Hail and cattle damage inspection for crop insurance claims
76,Scare off pest-wildlife that eat crops
77,Patrol for hunters on your private land
78,Locate missing cattle (This is where a thermal camera comes in handy.)
79,Video check-ins for landlords
80,This promises to be one of the most important and earliest adopted civilian uses of Multicopters. One benefit is that there are fewer restrictions when flying over private land.
81,"Copter has great potential for fire monitoring and detection (with an infrared camera, a Plane or Copter UAV can detect small camp fires even in heavy tree cover)."
82,"More generally, Copter and Plane are useful for other hazard mitigation as a cost-effective alternative to patrolling using airplanes, helicopters, or ground-based services."
83,"They are already being used for shark patrols in beach areas, and there is no reason they could not similarly be used in any other “patrol” activity."
84,Copter makes an effective 3D Mapping platform with a wide variety of potential applications. For more information see the topic 3D Mapping.
85,"Architectural and building inspection/verification are possibly the fastest growing UAV use case - due to the obvious benefits to being able to check construction quality and condition without having to create expensive scaffolding and other safety infrastructure. Copter is similarly useful for contour analysis, drainage and verifying adherence to plans."
86,Copter is also useful for sample collection in difficult to reach or hazardous areas (this requires that the vehicle is fitted with a small probe or other sample device). The Modcopter Sample Collection System is an excellent government-backed student project for accessing a variety of samples.
87,"Copter is suitable for delivery of low-mass emergency supplies, including flotation devices, communications devices, shark repellent etc."
88,There are active investigations into other commercial applications including crop spraying and package delivery.
89,Copters are being used or considered in many other applications:
90,Initial “pilot line” stringing for power lines from hilltop to hill top.
91,"Painting, touch up and maintenance."
92,Tree trimming and spraying.
93,Building and home cleaning.
94,More detail and additional use case information is covered in the section Use Cases and Applications.
95,Copter has a lot of advanced features which can be accessed either via configuration parameters or via mission commands. The list below will give you some information on some of the more widely used features. For a full set of features see the full parameter list and the MAVLink protocol definition.
96,"In versions 4.4 and later, the ability to conduct power re-engagement from an autorotation has been added.  This feature will work with ESC’s using their built-in governor, the ardupilot throttle curve or the ardupilot built-in governor.  Three parameters were added to accommodate this feature."
97,"H_RSC_AROT_ENBL - Enables manual autorotations (0 - Disable, 1 - Enable)"
98,H_RSC_AROT_RAMP - Time to ramp throttle back to motorlock enabled value during power recovery in seconds
99,H_RSC_AROT_IDLE - Idle throttle value in percent used during autorotation.  This can be set to the value that signals the ESC to perform a fast spool-up when performing a power recovery.
100,"Enable manual autoratation by setting H_RSC_AROT_ENBL to 1.  Leave H_RSC_AROT_RAMP at the default setting of 1 second to quickly signal the ESC for fast spool-up.  Set the throttle idle value, H_RSC_AROT_IDLE, to the percent of throttle given by the ESC manual that signals the ESC to perform a fast spool-up."
101,"Enable manual autoratation by setting H_RSC_AROT_ENBL to 1.  Set H_RSC_AROT_RAMP to bring the throttle back to the throttle curve quickly.  One to two seconds woudld be sufficient.  If desired, the throttle idle value, H_RSC_AROT_IDLE, can be set to a higher value for ICE engines to remain at a higher engine RPM in the descent.  For electric engines using the throttle curve or built-in governor, set it to zero."
102,"Future enhancement to provide autonomous control during autorotation is planned as a new flight mode. Currently under development, the current state of the project can be tried under SITL Simulation. See Autonomous Autorotation"
103,"[/site] [site wiki=”copter,rover”] ====== Fences ====== [/site]"
104,"ArduPilot supports a home based Cylindrical (“TinCan”) and Polygonal and/or Cylindrical, Inclusion and/or Exclusion regions. Inclusion and Exclusion Fences are defined easily in Mission Planner under the PLAN screen and loaded to the autopilot, using the FENCES item in the drop down box, just like Missions or Rally Points are planned."
105,"Some vehicles can also have maximum and/or minimum altitude limits. Some flight modes will try to prevent exceeding these limits automatically, a fence breach will be declared in all modes if exceeded."
106,"Upon Fence breach, selectable actions are taken."
107,"Set FENCE_ENABLE = 1 to enable fences. This enables any fences that are setup, except the ALT_MIN fence, which must be enabled by using any fence enable means (GCS message, AUTOENABLE in plane, RC switch)"
108,Set FENCE_ACTION = to whatever you wish for a breach action. These will vary depending on vehicle type. See Fence Breach Actions above.
109,"Set FENCE_OPTIONS to “1” to prevent mode changes after a fence breach until the vehicle returns within the fence boundary (Plane only, Copter/Rover do not allow mode changes while in breach)"
110,Set FENCE_ALT_MAX = to the altitude limit you want (in meters). This is unavailable in Rover.
111,Set FENCE_MARGIN = to the distance from the fence horizontal boundary the vehicle must maintain in order to prevent a breach.
112,Set the FENCE_ALT_MIN as a minimum altitude breach boundary.
113,"Set FENCE_AUTOENABLE = (Plane Only)to allow automatic enabling of the fence (different than FENCE_ENABLE) under certain vehicle conditions, such as upon arming or takeoff. A value of 0 disables this feature. FENCE_ENABLE is ignored if this feature is enabled. Using FENCE_AUTOENABLE = 3 (enable on ARM) is the only recommended use. “1” or “2” functions are being deprecated shortly since they can produce undesirable results in terms of containment."
114,"FENCE_RET_RALLY allows returning to the nearest RALLY point (See: Rally Points), if loaded, instead of HOME."
115,"Set FENCE_TYPE = is a bitmap set to enable the various fence types: MIN or MAX altitude, simple CIRCLE tin can around HOME, or POLYGON fences. The POLYGON fences must also have been loaded via a fence list from a ground control station in order to be active. See below for detailed setup of Cylindrical Fence and Inclusion and Exclusion Fences."
116,Note
117,"Polygon fence type includes the circular fences specified in the Inclusion/Exclusion fence list. The simple home centered CIRCLE fence is a separate fence. Rover ignores altitudes, if set."
118,Defaults for FENCE_TYPE are:
119,Rover: CIRCLE and POLYGON
120,"Copter: ALT MAX, CIRCLE, and POLYGON"
121,Plane: POLYGON
122,ArduPilot includes a simple “tin can” shaped fence centered on home that will attempt to stop your copter/rover from flying/driving too far away by stopping at the fence in some Copter/Rover modes if Object Avoidance is setup.
123,The maximum circular distance and altitude (altitude used by Plane and Copter only) and the vehicle behavior when the fence is reached can be configured using a ground station like Mission Planner or QGC.
124,See [site wiki=”plane”] for fence setup parameters common to all fences. Setup specific to the Cylindrical fence is below.
125,"To enable Fences, go to the Mission Planner full parameter list (CONFIG->Full Parameter Tree), search for items with FENCE_:"
126,Set FENCE_TYPE bit 1 to “1”(+ 2 to value)
127,Set FENCE_RADIUS to the maximum distance from HOME you want (in meters). This should normally be at least 50m. This value must be larger than FENCE_MARGIN and greater than 30m.
128,"Polygon FENCE_TYPE fences includes circular fences, as well as polygonal shapes, as specified in the Inclusion/Exclusion fence list. This simple home centered “TINCAN” fence is a separate fence. Rover ignores altitudes, if set."
129,"Copter and Traditional Heli , when connected to Mission Planner, present a CONFIG tab called GeoFence which provides another way to access these parameters in those vehicles."
130,The minimum recommended cylindrical fence radius is 30m
131,"The fence requires the GPS to be functioning well so do not disable the GPS arming check nor the EKF failsafe while the fence is enabled. Conversely, if you disable either of these checks, disable the Fence."
132,"For the best results, ensure RTL is working on your vehicle."
133,"With the Fence enabled in Copter and Rover, the pre-arm checks will require you have GPS lock before arming the vehicle."
134,"In Copter, if EKF failsafe occurs and the Fence is enabled and you lose GPS lock while flying the fence will be disabled."
135,"In Copter, if EKF failsafe occurs and the Fence is enabled and in an autonomous mode, the vehicle will switch to LAND (HOLD for Rover) because we no longer know the vehicle position and we want to ensure the vehicle never travels far outside the fence. If this is not desired, the pilot can retake control by moving the flight mode switch to a manual mode."
136,"The Copter and Rover backup fences are created 20m out from the previous breached fence not 20m out from the vehicle’s position.  This means if you choose to override the fence you may have less than 20m to regain vehicle control before the fence switches the vehicle to the FENCE_ACTION again.  If you really want to override the fence, you should be ready to switch the flight mode twice or alternatively set-up the enable/disable fence switch."
137,"ArduPilot includes support for polygon fences with up to 70 points and for pure circular fences with specified radii. Unlike the home-based cylindrical fence cylindrical fence, the circular inclusion/exclusion fence can be placed anywhere. Either the polygonal or circular fences may be selected to be inclusion or exclusion type, and may be mixed. The purpose of these fences are to attempt to stop your vehicle from flying into (exclusion), or out of (inclusion), the fences by initiating a failsafe action like RTL (See FENCE_ACTION) or, if flying in Loiter mode for Copter and Object Avoidance is setup, the vehicle will normally stop before breaching the fence and in some cases, plan paths around the boundaries."
138,This feature is an extension of the simpler home-based cylindrical fence and can be combined with it.
139,Warning
140,"While Copter and Rover can use Object Avoidance strategies to avoid most fence breaches, Plane only has airborne aircraft ADSB avoidance. For safety, plan your polygon fences anticipating the path of whatever FENCE_ACTION is selected upon breach. This usually means significantly larger fence boundaries than what is being protected."
141,"You can have multiple circular or polygon inclusion or exclusion fences, all active at the same time. The example PLAN screen from Mission Planner, below, shows examples of each. Note that they can overlap, with one another. So in the example below the Plane could fly within the union of the large polygonal fence AND within the circular overlapping fence without breaching. The example below is not realistic, since with the large inclusion fence, the outside exclusion fences would never be reached and are superfluous, but it shows all the different kinds of fences that can be created."
142,See [site wiki=”plane”] for fence setup parameters common to all fences.
143,"These fences are created and treated in a similar way to mission command lists and rally point lists and loaded into the autopilot. Each item in the list specifies a point in the polygonal boundary or a circular item, whether its inclusion or exclusion type, and radius if circular. Most GCS provide a graphical drawing facility to add in the design of the fence boundaries and inclusion/exclusion type."
144,Multiple fences can be specified of differing types and shapes in the list.
145,"Fences are stored in a separate reserved area of flash in the autopilot from mission items and rally points. The number that can be stored depends on their complexity, but when you go to “Write” them to the autopilot, an error message will be displayed if storage limit is exceeded. In this case, you can enable storage on the SD Card by setting the BRD_SD_FENCE parameter to a non-zero size, which will store the fences on SD card instead of internal memory."
146,The minimum recommended fence radius is 30m
147,"You can define many inclusion and exclusion fences. However,multiple inclusions fences, including the cylindrical fences must overlap, since the vehicle can operate only within the complete overlap area of all of the inclusion fences. Exclusion fences may be placed within or outside of inclusion fences."
148,"In order to upload or download these fences from Mission Planner the connected link must be using MAVLink2 protocol. Normally, since the USB connection is used, this protocol is default. However, radio linked connections may use MAVLink1 by default and would need to be changed to MAVLink2 in order to upload and download across them."
149,"You can have both the cylindrical fences and inclusion/exclusion fences and choose to use just the HOME centered “tin-can” for a flight by selecting only the “Circle” or “Altitude and Circle” for FENCE_TYPE. You can chose to enable the cylindrical fences, these inclusion/exclusion fences, and/or altitude limit, in any combination, with this parameter."
150,A polygon fence can be used in combination with the cylindrical fences and the failsafe behaviour (i.e. stop at the fence or RTL) will trigger at whichever barrier the vehicle reaches first (i.e. the green line shown below)
151,Please see the Cylindrical Fence page for additional warnings and instructions including how to enable/disable the fence with the RC channel auxiliary switches.
152,TYPE OF FENCE
153,FENCE_TYPE bit
154,PLANE
155,COPTER
156,ROVER
157,FENCE_ALT_MAX defines max altitude
158,0
159,X
160,Circle Centered on Home
161,"Parameters for radius, height"
162,1
163,Arbitrary Locations
164,Polygonal or Circular
165,Inclusion or Exclusion
166,"Defined by list, like missions"
167,No height/altitude restriction
168,2
169,FENCE_ALT_MIN defines min altitude
170,3
171,"if FENCE_TYPE =2 inclusion zones overlap, a fence breach will occur when crossing a boundary, even if within another inclusion zone, UNLESS FENCE_OPTIONS bit 1 is set to make all inclusions zones a union set."
172,"[site wiki=”copter,rover”] Rover Actions ————-"
173,"Rover has no altitude actions, but if it reaches the Cylindrical fence boundary in either Steering or Acro modes, it will simply stop and not move beyond it. In other modes, it will execute the FENCE_ACTION."
174,"Copter will stop increasing altitude at FENCE_ALT_MAX in Loiter, PosHold, and AltHold modes."
175,"In Loiter mode, it will try to stop at the horizontal boundaries, but declare a breach if exceeds the boundary."
176,"In other modes, it will execute the FENCE_ACTION below if the altitude or boundary is reached."
177,FENCE_ACTION
178,Copter
179,Rover
180,Report Only
181,RTL/LAND
182,RTL/HOLD
183,LAND
184,HOLD
185,SmartRTL/RTL/LAND
186,SmartRTL/RTL/HOLD
187,4
188,BRAKE/LAND
189,SmartRTL/HOLD
190,5
191,SmartRTL or  LAND
192,not applicable
193,"RTL/HOLD,etc. means it will attempt RTL first, but if it can’t switch to that mode (ie for RTL, GPS lock is lost), it will attempt to switch to the next,in this case HOLD."
194,"If Object Avoidance is setup, RTL actions will attempt to avoid any fences as it returns."
195,"At the moment the fence is breached a backup fence is erected 20m further out (or up).  If the vehicle breaches this backup fence (for example if the vehicle is not set up correctly or the operator takes control but is unable to bring the copter back towards home), the vehicle will execute the FENCE_ACTION again (and another backup fence an additional 20m further out will be created if this is breached again)."
196,"If the vehicle eventually proceeds 100m outside the configured fence distance, despite the backup fences, the vehicle will switch into LAND mode (HOLD for Rover).  The idea being that it’s clearly impossible to get the vehicle home so best to just bring it down/stop it.  The pilot can still retake control of course with the flight mode switches.  Like with the earlier fences, another fence is erected 20m out which will again switch the vehicle to LAND (HOLD for Rover), if it continues away from home. [/site] [site wiki=”plane”]"
197,"If enabled, and  the fence boundaries or altitudes(FENCE_ALT_MAX and FENCE_ALT_MIN), if non-zero,  are exceeded, Plane will execute the FENCE_ACTION below:"
198,Plane
199,RTL
200,6
201,Guided to return point
202,7
203,Guided to return point with pilot throttle control
204,"The return (and loiter) point, unless FENCE_RET_RALLY is enabled, is the geometric center of the breached fence boundary. If FENCE_ACTION is set to a guided return mode (6 or 7), the altitude at which it returns is determined by FENCE_RET_ALT or if  FENCE_RET_ALT is zero, midway between the altitude limits, if non-zero. If both altitude limits are zero, then it will return at current altitude."
205,"The return point can also be replaced by the nearest rally point (See: Rally Points) as a destination, if FENCE_RET_RALLY is enabled."
206,"while executing any action that requires a mode change (ie. all except Report Only), any additional fence breaches are recorded but ignored. For example, RTL that has an AutoLand will breach a MIN_ALT fence, if enabled, but take no action and finish the landing."
207,"Modes changes cannot be executed after the fence breach unless the FENCE_OPTIONS bit 0 is set to “0”. By default it is set to “1” to prevent mode changes. When set, the vehicle must return to within the fence boundary in order to change modes. If mode changes are allowed, you can also return to the mode that was active upon breach by using an RC auxiliary switch set to option “96” (Re-read mode switch). [/site]"
208,It is not necessary to set-up a switch to enable or disable the fence but if you wish to control the fence with a switch follow these steps:
209,"An RCx_OPTION can be set via the Config/Tuning > Full Parameter List screen, for example using RC channel 7:"
210,Set RC7_OPTION = 11 (Fence Enable)
211,"setting the switch high (i.e. PWM > 1800) will enable all configured fences, low (under 1800) will disable all fences."
212,"if the Minimun Altitude fence is enabled by the switch while on the ground and disarmed, a pre-arm failure will occur preventing arming."
213,"For landing modes (NAV_LAND,QLAND,LAND,etc.) in Copter and Plane, the FENCE_ALT_MIN limit is automatically disabled."
214,[site wiki=”copter”]
215,"For Polygonal fences, Copter will stop increasing altitude at FENCE_ALT_MAX in Loiter, PosHold, and AltHold modes. [/site] [site wiki=”plane”]"
216,"When in Mode FBWB or CRUISE, Plane will attempt to limit altitude target changes by the pilot (ie using Pitch stick for climb/descent rate demand inputs) to avoid breaching a maximum or minimum altitude fence. [/site]"
217,altitude control imperfections can still result in a breach unless the FENCE_MARGIN param is loose enough to accommodate these imperfections.
218,"Copter and Traditional Heli, when connected to Mission Planner, present a CONFIG tab called GeoFence which provides another way to access these parameters in those vehicles."
219,[/site]
220,"One of the main uses of geo-fencing is to teach yourself (or someone else) to fly radio controlled vehicles. When you have a properly configured geo-fence it is very hard to crash, and you can try manoeuvres that would normally be too likely to end in a crash, trusting the autopilot to ‘bounce’ the vehicle off the geo-fence before the flight ends in disaster."
221,"Geo-fencing can be combined with any flight mode. So for a raw beginner, you would combine it with one of the stabilised flight modes . Once the pilot has gained some confidence you could combine it with ACRO mode in Copter or MANUAL mode in Plane, which gives direct control of the vehicle and allows for the most interesting aerobatic manoeuvres."
222,[site wiki=”plane”]
223,"ArduPilot enables ‘stick mixing’ by default when in auto modes. This means that you can change the path of a loiter, for example, by using your transmitter sticks."
224,"When you are using geo-fencing, stick mixing will be disabled on fence breach until your plane is back inside the fenced region. This is to ensure that the bad control inputs that caused you to breach the fence don’t prevent it from recovering to the return point."
225,"As soon as you are back inside the fence stick mixing will be re-enabled, allowing you to control the GUIDED mode that the plane will be in. If by using stick mixing you manage to take the plane outside the fence again then stick mixing will again be disabled until you are back inside the fence."
226,"ArduPilot will report the fence status via the MAVLink GCS protocol. The key status packet is called FENCE_STATUS, and is defined in “ardupilotmega.xml”. A typical FENCE_STATUS packet looks like this:"
227,"The breach_status field is 0 if inside the fence, and 1 if outside. The breach_count is how many fence breaches you have had on this flight. The breach_type is the type of the last breach (see the FENCE_BREACH enum in ardupilotmega.xml). The breach_time is the time in milliseconds of the breach since APM was booted."
228,"The MAV_SYS_STATUS_GEOFENCE bit of the MAV_SYS_STATUS_SENSOR portion of the SYS_STATUS message indicates whether or not the geo-fence is breached.  As of this writing only the MAVProxy GCS recognizes this status bit and reports the status of the geo-fence.  In the future the Mission Planner, APM Planner, and other GCS applications should get support for announcing geo-fence status during the flight."
229,"The MAV_CMD_DO_FENCE_ENABLE MAVLink command message allows a GCS to enable or disable a fence interactively.  As of this writing only MAVProxy supports this message using the “fence enable” or “fence disable” commands.  In the future Mission Planner, APM Planner, and other GCS applications may get support for interactively enabling and disabling the geo-fence without needing to use a manual transmitter."
230,ArduPilot supports several kinds of object avoidance. Avoidance of Airborne Vehicles (ADSB) and Object Avoidance (Object/Ground/Ceiling).
231,"Supported types vary with vehicle (Plane only supports ADSB). Some kinds of avoidance require external hardware, such as ADSB receivers or  Rangefinders."
232,"Various strategies are employed and vary depending on vehicle, mode, and/or object to be avoided. Re-routing, slide, stop, or failsafe style actions are the most common ones. See the particular Avoidance Feature below for details."
233,"[site wiki=”copter,plane”]"
234,Airborne Vehicles (ADSB)
235,"[site wiki=”copter,rover”] Path Planning and Obstacle Avoidance Features ============================================="
236,These methods are used for avoiding proximity sensor detected obstacles as well as GCS set fences.
237,Proximity Sensors
238,Rangefinders
239,Realsense Depth Camera
240,"Copter supports simple object avoidance horizontally and upward, while Rover avoids simple objects by only stopping. Both use proximity sensors such as:"
241,"360 degree lidar including the Lightware SF40C, TeraRanger Tower or RPLidarA2/A3. See the Proximity Sensor page for more details."
242,"Any of the supported Rangefinders.As of ArduPilot firmware versions 4.0 and higher, up to 9 rangefinders can be used for object avoidance. See RangeFinders Setup Overview for more information."
243,Sensors capable of providing MAVLink Distance Sensor messages (like OpenKai with a 3D camera)
244,3D Obstacle Avoidance via the new Mavlink message OBSTACLE_DISTANCE_3D . Depth cameras can use this message.
245,"In addition, Simple Object Avoidance can use Geo-Fences and Fence Beacons as proximity sensors as determined by the setting of the AVOID_ENABLE parameter."
246,"Horizontal object avoidance works in AltHold and Loiter modes.  Upward object avoidance works in LOITER, ALTHOLD modes only."
247,"Only one proximity sensor source can be enabled, using either a 360 degree lidar or up to 9 rangefinders."
248,"For Object Avoidance in AUTO and GUIDED modes in Copter and Rover, see Object Avoidance with Bendy Ruler or Object Avoidance with Dijkstra’s"
249,"Details on how simple object avoidance is implemented for Copter in ALTHOLD and LOITER mode can be found here in the developer wiki and involves assessing all the objects detected, in all reported quadrants, and adds control input to the pilot’s,trying to move away from the aggregate threat or stop."
250,"In ALTHOLD mode, the aggregate threat is translated into an attempt to add lean input into the pilot’s commands to move the Copter away from the aggregate obstructions. The pilot can still overcome these additions to his command inputs and fly into a object, if determined to do so."
251,"In LOITER, either stopping in front of the object or a “sliding” algorithm is used to avoid it. “Sliding” involves slowing and slightly yawing as the vehicle approaches the object. For example, if Copter approaches a fence line at an angle, it will “slide along” the fence as the operator pushes the Copter toward the fence. Head-on approaches would stop, even if the pilot continues to “pushes” it forward."
252,For lidars follow the instructions corresponding to the lidar on the vehicle on the Proximity Sensor documentation.
253,Lightware SF40C
254,TeraRanger Tower/ Tower EVO
255,RPLidarA2/A3
256,For other rangefinders follow the instructions found in there individual setup pages here
257,Be sure to read the RangeFinders Setup Overview page
258,"The avoidance algorithms have been constantly changing. While in most scenarios it will help the user keep the vehicle safe from any obstacles, or fence breaches; due to unknown sensor glitch, or other such problems, avoidance should be swiftly turned off mid-flight (especially while trying for the first time)."
259,"Set any vacant channel of your Transmitter to use RCx_OPTION parameter and set it to 40. For example, if channel 8 switch of your transmitter is vacant, set RC8_OPTION = 40."
260,Toggling this switch to HIGH would switch on Proximity based avoidance and vice versa.
261,Example setup below shown for first proximity sensor:
262,set AVOID_ENABLE = 7 (“All”) to use all sources of barrier information including “Proximity” sensors
263,"set PRX1_TYPE to a 360 deg Lidar type being used or = 4, to enable using a range finders as a “proximity sensor”"
264,in Loiter
