id,text
64,"3 fixed pairs of coaxial motors arranged in a Y, tail of the Y rear-wards; yaw via diff. thrust"
65,TriCopter
66,"3 lift motors in a Y, rear-wards motor tilting to provide yaw"
67,Petrol-Boosted TriCopter
68,"3 lift motors in a Y, rear-wards motor tilting to provide yaw, petrol motor providing lift"
69,Bicopter
70,"Dual, thrust vectored motors"
71,SingleCopter
72,CoaxCopter
73,CoaxCopter - Thrust-Vectored
74,Pitch and roll control by independent thrust vectoring of the coaxial props
75,No
76,https://discuss.ardupilot.org/t/design-and-build-of-a-coaxial-drone/55521
77,6-DOF Multicopter
78,Full 6-Degrees of Freedom via 6 specially-angled motors
79,Yes: Realflight
80,Copter/Scripting
81,https://hackaday.com/2021/01/09/six-degrees-of-freedom-omnicopter-with-ardupilot/
82,HeliQuad
83,Four variable pitch propellors with a single throttle value
84,https://discuss.ardupilot.org/t/collective-pitch-quad-support/21678
85,Helicopter
86,Traditional Helicopter
87,Tandem Helicopter
88,Two counter-rotating rotors instead of one main rotor and one tail rotor
89,Synchropter
90,Dual-disk helicopter with inter-meshing blades
91,AETR Plane - Tractor
92,Traditional Aeleron/Elevator/Throttle/Rudder Tractor
93,Plane
94,Plank Flying Wing
95,"Flying Plank, differential thrust for yaw"
96,AETR Plane - Pusher
97,Traditional Aeleron/Elevator/Throttle/Rudder Pusher
98,ETR Plane - Tractor
99,Elevator/Throttle/Rudder (“Rudder-only”)
100,QuadPlane X4 Elevon Pusher
101,Four fixed lifting motors; elevon+rudder control surfaces
102,Tilt-tricopter-vectored-yaw-QuadPlane
103,"Pulling, tilting motors used for lift, thrust and yaw"
104,QuadPlane
105,"Four lifting motors, lifting an elevator/ailieron/rudder plane"
106,Tri-Tilt-Wing QuadPlane
107,Multiple motors fixed to wings which pivot;single rear motor for stability. Ail/Rud/Elev
108,QuadPlane X8
109,"Four pairs of coaxial lifting motors, lifting an elevator/ailieron/rudder plane"
110,QuadPlane Delta Y6
111,"3 pairs of coaxial motors in Y6 arrangement lifting an elevon plane, fronts tilting for fwd flight"
112,e.g. FireFly Y6
113,QuadPlane Delta Y3
114,"3 motors in Y3 arrangement lifting an elevon plane, all motors tilting for fwd flight"
115,Elevon Tail-Sitter
116,Fixed fwd thrust with elevon surfaces providing attitude control in both copter and plane modes
117,Thrust-Vectored Tail-Sitter
118,"Two pulling, tilting motors on a wing, copter/plane mode transitions"
119,Thrust-Vectored belly-Sitter
120,Quad Motor Tailsitter
121,"Four motors on a wing, copter/plane mode transitions"
122,X frame biwing
123,X frame biwing QACRO demo
124,Plus frame
125,Tri/Hex/Octo also supported
126,GyroCopter
127,"Unpowered main rotor disc (tilts laterally), pusher prop, rudder and elevator"
128,Ornithopter
129,Ornithopter - flapping wings +rudder
130,Ackerman Steering Rover
131,Pivotting steering wheels
132,Rover
133,Skid-Steer Rover
134,Tank-tread driven
135,Skid-Steer Legged Rover
136,Strandbeast
137,Skid-Steer Boat
138,Two fixed props
139,Yes: Gazebo
140,Air-Boat
141,Vectored thrust fan
142,Fan-Car
143,Vectored thrust painting dolly
144,https://discuss.ardupilot.org/t/fan-car-a-vectored-thrust-rover/70036
145,Boat
146,"Single-prop thrust, rudder for yaw"
147,Sailboat
148,Boat with rudder and sail controlled via main sheet
149,Balance Bot
150,Fundamentally unstable wheeled platform actively kept balanced by the autopilot
151,Vectored Sub
152,Thrusters with 6-DOF
153,Sub
154,AntennaTracker
155,Pan/Tilt PWM-driven continuous actuators
156,Tracker
157,Blimp (flapping fin)
158,Flapping Fin Blimps
159,Blimp
160,[copywiki destination=”ardupilot”]
161,The latest firmware for all of the vehicles is available from the firmware server. This includes:
162,"This page provides additional links to a number of specific builds that are considered “significant” - for example, the last builds of Copter to fit on the APM2.x board."
163,The firmware server additionally hosts GCS installers and other tools:
164,Mission Planner
165,APM Planner 2.0
166,RadioSiK
167,Developer Builds
168,Build and Development Tools
169,Companion Computers and associated example code
170,AP Peripherals
171,ArduPilot also provides a Custom Firmware Build Server that allows creating customized firmware builds including only the features desired. This is useful for 1MB autopilots which have their standard firmware builds limited in some features in order to fit the code into available flash space on these autopilots.
172,The following firmware is “special” in that it represents some significant milestone - e.g. “the last version of a build for a particular autopilot”.
173,ArduCopter v3.2.1 firmware for APM 2.x. This is the last build of ArduCopter that still fits on the APM 2.x boards.
174,ArduCopter_APM_2.0_Firmware_3.2.1.zip
175,ArduCopter v3.2.1 firmware for APM 1.0. This is the last build of ArduCopter that still fits on the APM 1.0 boards.
176,ArduCopter_APM_1.0_Firmware_3.2.1.zip
177,Bootloaders for various electronics created by ArduPilot Group
178,Bootloader for APM2.x autopilot series
179,Bootloader for: 32u2 MCU
180,Bootloader for: 2560 MCU
181,You need AVR programmer with ISP connector to burn these boot loaders.
182,"This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later version."
183,"This program is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public License for more details."
184,"Operating a powered vehicle of any kind can be a lot of fun. However, nothing will ruin your day at the park more quickly than an accident or running afoul of the law. Since we want you to have a great experience, please make sure that you do all of the following:"
185,"Operate within all local laws and regulations. For example, in the United States, current regulations require you to operate most UAVs under 400 foot above ground level, within line of site, and away from obstructions and populated areas. Since these regulations vary from place to place, even within the same country, ensure that you understand what you need to do to stay compliant."
186,"Never operate the vehicle or software in a way that could be dangerous to you, other people, or property. Propellers, while rotating, could easily cut you; if a UAV fell on a person or object, it could cause injury; a UAV caught in power lines could cause an outage. As Ben Franklin said, “An ounce of prevention is worth a pound of cure.”"
187,"Always keep in mind that software and hardware failures happen. Although we design our products to minimize such issues, you should always operate with the understanding that a failure could occur at any point of time and without warning. As such, you should take the appropriate precautions to minimize danger in case of failure."
188,Never use the software or hardware for manned vehicles. The software and hardware we provide is only for use in unmanned vehicles.
189,"[copywiki destination=”copter,plane,rover,blimp,planner,planner2,antennatracker,dev,ardupilot,mavproxy”]"
190,Hundreds of people have contributed to the ArduPilot project in many ways large and small. It is impossible to list them all but if you wish to see at least some of the people who have contributed code and/or are helping other users please see the following links:
191,Maintainers who hold responsibility for specific areas of the code
192,ArduPilot flight code contributors
193,Wiki contributors
194,Most active Support Forum users
195,Mission Planner GCS contributors
196,AP Planner 2.0 GCS contributors
197,Partners who contribute financially
198,"The ArduPilot dev team is also fortunate to benefit from collaboration with some related projects, including:"
199,The MatrixPilot team
200,"The ArduPilot Project is the result of an immense amount of effort from software and hardware engineers, beta testers, web developers, documenters, researchers and many others.  A vast number of individuals, institutions and companies use and contribute to ArduPilot - in the spirit of Free and Open Source Software we freely and openly welcome their involvement in the project.  There is no cost to use, or contribute to, any software provided by ArduPilot. The Project does incur costs though, so this page explains our Partners Program for corporate sponsors."
201,ArduPilot is a free and open-source software project that includes:
202,"Embedded firmware that is designed to serve as the control system for autonomous vehicles, and supports many different hardware targets listed on the Supported Hardware page"
203,"A number of Ground Control Station software applications that allow management of vehicles running ArduPilot firmware, e.g. more convenient settings editing on an often more comfortable interface, firmware download and transfer, upgrading and conversion of settings between different devices and versions, fleet management, operations monitoring and more"
204,"The https://ardupilot.org website, https://discuss.ardupilot.org forum and this wiki"
205,"Server infrastructure dedicated to distributing software and firmware, and testing/building/distributing of the different variants for all the different supported platforms and options"
206,A global community of users with an enormous variety of goals and expectations
207,A global team of developers with deep technical knowledge of the project’s code and of its management
208,"In order to continue providing, maintaining and improving the rich ArduPilot ecosystem, the Project relies heavily on generous donations of time from many people - but we also incur financial costs that must be covered.  Simplistically, meeting these costs is what the Partners Program achieves."
209,"The partnerships we have with companies also help to guide the development of ArduPilot. We look to the partners to help us choose what features to prioritise, what documentation we need to work on and how we can best use the funds we have available to continue to make ArduPilot the best autopilot available."
210,"One of the biggest benefits to a company of joining the partners program is the deep level of technical support that we can provide. For each partner we create a private discussion channel where the partner can ask questions, post logs for review or discuss features. We also have a shared channel that all partners can access to facilitate discussions between partners."
211,"The partners program funds 4 highly qualified support engineers to help support the needs of partners. These support engineers are not full time, but we do strive to provide very timely support for partners and we’re proud of our track record of providing top quality support and technical advice."
212,For more complex development tasks we may refer the partner to a dev team member who can provide more extensive paid consulting in a specialist area.
213,"In addition to the private partner support channel, we also hold a monthly meeting that all partners are invited to where the core development team presents an update on the development of ArduPilot and discusses priorities with partners. We use this meeting to hold in-depth technical discussions with partners on any topic of interest, plus it gives an opportunity for partners to announce new products."
214,The first step in becoming a partner is to email the partners program coordinator at partners@ardupilot.org to start the application process.
215,You will receive a reply within a couple of days. After that the steps are:
216,you will receive a link to a form to fill in giving details of your application
217,you will need to agree to abide by the ArduPilot Code of Conduct
218,"you will need to make a payment of a minimum of US$1000. For larger companies we strongly encourage larger contributions, with typical amounts of $5000 to $10000 for companies that rely on ArduPilot for their business. Details of payment methods are given below"
219,"you will need to send a logo to put on our website, unless you specifically ask not to be included in the public list of partners"
220,once payment is received we will create the private support channel for your company (on discord or skype) and add you to the partners list
221,the partners coordinator will setup a time to have an onboarding call to get to know you and to learn how we can best support your use of ArduPilot
222,you can then add the ArduPilot Partner logo on your website to show your support for the ArduPilot project
223,you will be added to the partners mailing list and partners discord channel
224,you will receive an invitation to the monthly partners development call
225,"If you have not received a reply from the Partners Program Coordinator in 2 business days, please check the SPAM folder of your inbox. Otherwise, fill out this form and the Coordinator will reach out to you shortly."
226,After you have filled in the partner application form the partners coordinator will ask you to make your payment. We can accept payments in a number of ways.
227,the simplest and preferred method is via paypal to the ArduPilot Foundation
228,you can do a bank transfer directly to the ArduPilot Foundation Australian bank account. The partners coordinator can give you the bank account details on request
229,"if neither of the first two options are suitable, you can donate via the SPI click and pledge system at Click&Pledge"
230,finally we can give you bank details for donating directly to our SPI US bank account
231,"Funds are first used to cover fixed costs including servers to host the wiki, forum, autotest and build servers and other running expenses. We also fund 3 part time highly qualified support engineers to help partners with support, a Wiki documentation maintainer, and the partners coordinator position to ensure the partners program runs smoothly."
232,A Funding Committee of 3 members is voted on annually from within the Development Team to oversee and control financial matters.
233,"Please see our more general, how-to-donate page but in short, we accept donations of any amount from individuals as well.  Also please consider helping out with documentation, beta testing or code development.  Tell your friends and post videos of your successes with ArduPilot!"
234,"No.  ArduPilot is, and always will be, open source.  Contributions to the code base, wherever they come from, are accepted based on their technical merits.  If you’re not in a position to make the changes yourself, please add it to the Issues list or consider contracting one of the companies listed on the Commercial Support page to make the change."
235,"The following is a list of individuals and companies that can provide commercial (i.e. paid) support for ArduPilot including vehicle design, tuning, log analysis, bug fixes and enhancements."
236,This is for commercial support.  For unpaid support by volunteers please visit the forums
237,"If you or your company wants to be listed here please email partners@ardupilot.org. To be added to this page we request the applicant has made a contribution to ArduPilot or a related project in some way. This includes code, documentation or helping people on the forums. The intention with this policy is to ensure that companies listed here will be active participants in the community."
238,Autrik
239,AVCRM (AUS/NZ)
240,Drone LogBook
241,flyfreely
242,"The following stores are known to stock quality versions of the controllers, telemetry radios, cables etc. recommended for use with ArduPilot (in alphabetical order).  You may also want to check the list of Ready-to-Use vehicles."
243,ADTi
244,AION ROBOTICS
245,Air-Supply Aerial
246,AltiGator
247,ArduSimple
248,ARK Electronics
249,Bask Aerospace
250,Benewake
251,Blicube
252,BlueRobotics
253,BZB UAS
254,"Craft & Theory (FrSky telemetry, MAUCH power modules)"
255,CUAV
256,CubePilot
257,DATAGNSS
258,DH Research
259,Drone Engr
260,Drotek
261,Emlid
262,EAMS Robotics
263,Event38
264,Foxtech
265,Harris Aerial
266,Holybro
267,JapanDrones
268,Lightware
269,mRobotics
270,Qiotek
271,RF Design
272,Rotoye (Smart Batteries)
273,SD Model
274,Sky-Drones
275,Topotek
276,UnmannedTech UK
277,uAvionix
278,UAV Systems International
279,3DXR
280,The ArduPilot Swag store is here.
281,"The project is the result of an immense amount of effort from software and hardware engineers, testers, web developers, documenters and many others."
282,"These days ArduPilot is financially supported by our Partners and individuals but in the early days when ArduPilot was still growing up it was primarily 3DR (a.k.a. “3DRobotics”) that provided support.  This sponsorship paid the salaries of some of the core development team, hosting infrastructure for the project websites, and provided hardware as needed.  Thanks 3DR!"
283,We also want to acknowledge Helpmonks for providing their Bliss plan free of cost. Managing e-mail in ArduPilot’s team is now easier.
284,"It is possible to directly communicate with members of the ArduPilot community, including developers, through the following channels:"
285,User support requests should be posted to the Discuss Forums (staffed by volunteers)
286,Flight code enhancement requests and known bugs should be added to the ArduPilot Issues list
287,Mission Planner Issues list
288,APM Planner 2.0 Issues list
289,MAVProxy Issues list
290,Request for professional paid support should be directed to one of the commercial support companies
291,Mon/Tue Weekly Meetings on Discord
292,ArduPilot Discord (live chat) live chat for ArduPilot developers (not for support questions)
293,ArduPilot Facebook group
294,The Cube Facebook group
295,ArduPilot Japan Facebook group
296,ArduPilot YouTube channel
297,Randy’s YouTube channel
298,Tridge’s YouTube channel
299,DroneKit for Android Gitter chat
300,DroneKit for Python Gitter chat
301,"This section contains topics related to documentation, using the site, archived articles, and any topics that “don’t fit” in the main part of the wiki."
302,ACC
303,Accelerometer
304,AHRS
305,Attitude Heading Reference System
306,ALT
307,Altitude
308,ATC
309,Attitude Control
310,AP
311,ArduPilot
312,APM
313,ArduPilot autopilot
314,ARSPD
315,AirSpeed
316,ATT
317,Attitude
318,BATT
319,Battery
320,CTUN
321,Control Tuning
322,DCM
323,Discrete Cosine Matrix (first generation position/attitude estimator)
324,EKF
325,Extended Kalman Filter (a predictive filter subsystem)
326,EK2/3
327,EKF2/EKF3 (ArduPilot has two generations of EKF based position/attitude estimators in the firmware)
328,GCS
329,Ground Control Station
330,GPS
331,Global Positioning System
332,GYRO
333,Gyroscope
334,IMU
335,Inertial Measurement Unit
336,INS
337,Inertial Navigation System
338,PCS
339,Position Control System
340,PM
341,Power Module
342,RC
343,Radio Control
344,TECS
345,Total Energy Control System (altitude/speed controller for Plane)
346,WP
347,Waypoint
348,"[copywiki destination=”copter,plane,rover,blimp,planner,planner2,dev,antennatracker,mavproxy,ardupilot”]"
349,The advanced users tools can be downloaded from here.
350,"Not all of these tools are “up to date”. For example, vehicle binaries and GCS software should be downloaded from their respective locations in the firmware server."
351,The rest of the article provides an overview of some of the files and the tool licensing.
352,Tarot Gimbal firmware and configuration UI for Windows.
353,ZYX-BMGC-EN_V1.5.zip (v1.5)
354,ZYX-BMGC-EN_V1.4.zip (v1.4)
355,Warning
356,Not necessarily the latest!
357,APMrover2-2.45.zip
358,APMrover2-2.46.zip
359,APMrover2-2.47.zip
360,PPM-Encoder-V3-Manual.pdf
361,"VERSION 1 DATE POSTED     January 29, 2014"
362,User manual for the third version of the 3DR PPM Encoder module
363,px4_win_drivers.zip
364,"Drivers for Pixhawk Boards Date Posted: May 15, 2013"
365,3DR-Ublox.txt
366,"DATE POSTED     November 24, 2013"
367,This file is an extract of : ArduPlane-2.73/libraries/AP_GPS/config You can use it for configuring CRIUS CN-06 V2 for example.
368,GPS_UBLOX_passthrough_APM2.hex
369,"VERSION 1.0 DATE POSTED     November 24, 2013"
370,This executable allows the APM2.x to be used as a pass through to the GPS so that U-Center can be used to examine and change the UBlox’s configuration
371,Config_OSD_20.zip
372,"DATE POSTED     April 29, 2013"
373,Important NOTE: After install the “ArduCAM OSD Config Tool” remember that you need to update the Character Set. A new one is available on the install folder. From now on it will be always there as “OSD_Charset.mcm”.
374,"VERSION 3.2.1 DATE POSTED     March 18, 2015"
375,PPM-Encoder-3DR-Manual-v2.3.16.pdf
376,"VERSION 2.3.16 DATE POSTED     April 26, 2013"
377,Manual for the standalone PPM Encoder by 3DR. This manual covers firmware version 2.3.16.
378,ArduPPM_v2.3.16_ATMega32U2.hex_.zip
379,Recommended for all APM 2.x users
380,– New interrupt system that handles certain Futaba receivers better (simultaneous changes on groups of R/C channels in fast intervals) – Adapted behaviour in case of channel loss:
381,"ch1, roll: set to center (1500us)"
382,"ch2, pitch: set to center (1500us)"
383,"ch3, throttle: set to low (900us)"
384,"ch4, yaw: set to center (1500us)"
385,ch5-ch8: retain last value
386,RX – OFF = No input signal detected
387,RX – SLOW TOGGLE = Input signal OK
388,RX – FAST TOGGLE = Invalid input signal(s) detected
389,RX – ON = Input signal(s) lost during flight and fail-safe activated
390,TX – OFF= PPM output disabled
391,TX – FAST TOGGLE = PPM output enabled
392,TX – SLOW TOGGLE = PPM pass-trough mode
393,– PPM output will not be enabled unless a input signal has been detected and verified
394,– Verified inputs are lost during operation (lose servo wire or receiver malfunction):
395,The last known value of the lost input channel is kept for ~1 second
396,"If the lost input channel is not restored within ~1 second, it will be set to the default fail-safe value (for channel 1-4) or kept at the last value (for channel 5-8)"
397,– Lost channel signal is restored:
398,Normal channel operation is restored using the valid input signal
399,– PPM output will not be enabled unless a input signal has been detected
400,– Active signal on input channel 1 has been detected:
401,Any input level changes will be passed directly to the PPM output (PPM pass-trough)
402,If no input level changes are detected within 250ms:
403,PPM output is enabled and default fail-safe values for all eight channels transmitted
404,"Input level change detected again, PPM fail-safe output is terminated and normal PPM pass-through operation is restored"
405,ArduPPM_v2.3.16_ATMega328p_for_ArduCopter.hex_.zip
406,Do not use with APM 2.x
407,"DATE POSTED April 29, 2013"
408,This version is dedicated to ArduCopter (CH8 radio passthrough mode disabled).
409,"ch1, roll: set to center (1500μs)"
410,"ch2, pitch: set to center (1500μs)"
411,"ch3, throttle: set to low (900μs)"
412,"ch4, yaw: set to center (1500μs)"
413,Normal mode:
414,– Error condition (All channels lost or throttle channel lost): blue LED blinks very fast – Normal behaviour: blue LED blinks according to throttle position
415,ArduPPM_v2.3.16_ATMega328p_for_ArduPlane.hex_.zip
416,This version is dedicated to ArduPlane (or ArduRover / Arduboat) (CH8 radio passthrough mode). For ArduCopter it is better to use the dedicated version so that CH8 can be fully used without risk to trig radio passthrough mode.
417,– New interrupt system that handles certain Futaba receivers better (simultaneous changes on groups of R/C channels in fast intervals)
418,– Adapted behaviour in case of channel loss:
419,"ch1, roll: set to center (1500μs) ch2, pitch: set to center (1500μs) ch3, throttle: set to low (900μs) ch4, yaw: set to center (1500μs)"
420,Radio Passthrough mode (for ArduPlane only):
421,"– If throttle position < 1200 μs, status LED is off - If throttle position > 1200 μs, status LED is on"
422,ArduPPM v2.3.16 ATMega32U2 firmware for APM 2.x
423,"– PPM output will not be enabled unless a input signal has been detected and verified – Verified inputs are lost during operation (lose servo wire or receiver malfunction): + The last known value of the lost input channel is kept for ~1 second + If the lost input channel is not restored within ~1 second, it will be set to the default fail-safe value (for channel 1-4) or kept at the last value (for channel 5-8) – Lost channel signal is restored: + Normal channel operation is restored using the valid input signal"
424,MTK_DIYdrones.zip
425,MinimOSD_20.hex_.zip
426,Firmware 2.0 for MinimOSD. More powerful than ever!
427,Important NOTE: You need to install the newest “ArduCAM OSD Config Tool” and also update the Character Set. A new one is available on the Config Tool’s install folder. From now on it will be always there as “OSD_Charset.mcm”.
428,MinimOSD_22_hex.zip
429,"DATE POSTED     May 8, 2014"
430,Firmware 2.2 for MinimOSD. New Flight-modes added for APM Plane and APM Copter.
431,"Important NOTE: If you were using a firmware older than 2.0, remember of installing the newest “ArduCAM OSD Config Tool” and also update the Character Set. A new one is available on the Config Tool’s install folder. From now on it will be always there as “OSD_Charset.mcm”."
432,AP_OpticalFlow_test.hex
433,"VERSION 1.0 DATE POSTED     December 5, 2013"
434,Optical Flow test sketch for APM2
435,px4flow-klt-06Dec2014.zip
436,"VERSION Beta-06Dec2014 DATE POSTED     December 6, 2014"
437,PX4Flow sensor firmware using Lucas-Kanade method for use with ArduPilot
438,APM_Arduino_Drivers.zip
439,"DATE POSTED     April 25, 2013"
440,Arduino USB driver for the Atmega32u2 USB interface chip on APM 2
441,"[copywiki destination=”copter,plane,rover,blimp,planner,planner2,antennatracker,dev,mavproxy,ardupilot”]"
442,The developer tools can be downloaded from here.
443,hostapd_OdroidU3_Ubuntu1404.zip
444,"VERSION dev DATE POSTED     January 20, 2015"
445,This replaces the hostapd distributed with the Odroid U3 board’s Ubuntu 14.04. This newer version resolves issues creating a wifi access point.
446,Airspeed_test.zip
447,Airspeed_test1.zip
448,Arduino code to test an airspeed sensor
449,‘ArduPilot-Arduino-1.0.3-Mac.zip
450,"DATE POSTED     May 1, 2013"
451,ArduPilot-Arduino-1.0.3-windows.zip
452,"VERSION 1.0.3 DATE POSTED     May 1, 2013"
453,Arduino 1.0.3 with modifications required for ArduPilot
454,CrossTrack.swf
455,AttitudesThree.zip
456,Data dump of 3 attitude solutions running in parallel. Includes README file.
457,– DCM – Madgwick filter_mag – MPU6000 sensor fusion
458,DeclinationLookup_CompressedEMM-1.zip
459,This is a small zip file that contains 1 executable that is meant to be executed via the command line. When you run it you will see a menu with 4 options. The only option that will work is the declination lookup option. It is using the exact same lookup method as the AP_Declination library I wrote except that the lookup tables were generated using the EMM (Enhanced) instead of the WMM.
460,mavproxybeta1.msi
461,mavproxyBetaNoNeworkTest.msi
462,MultiSerialMega.zip
463,A little program that shows that Port 0 (USB) and Port 3 (Xbee) are working
464,"There are several ways of donating to ArduPilot and all donations large and small help us keep things running smoothly. The preferred method is a paypal donation to the ArduPilot Foundation, which is an Australian non-profit incorporated association."
465,Direct PayPal Donation to the ArduPilot Foundation
466,Bank transfer to the ArduPilot Foundation bank account. Account details available on request to partners@ardupilot.org
467,Direct PayPal Donation via SPI
468,"By Credit Card using ClickAndPledge.  Be sure to enter the amount in the ArduPilot section, other sections are for other SPI projects.  Other methods can be found on the SPI donations page."
469,Become a Corporate Partner
470,How are donations spent?
471,The glossary is not indexed. It is in alphabetical order so just scroll down to find the topic of interest.
472,"2.4 Ghz: The frequency used by digital (spread spectrum) radio communications in our applications, including 2.4Ghz RC, Bluetooth and some video transmission equipment. This is a different band than the older 72 Mhz band that is used for analog RC communications. To avoid radio frequency conflict is it often a good idea to use 72 Mhz radio equipment when you are using 2.4 Ghz onboard video transmitters, or use 900 Mhz video when using 2.4 Ghz RC equipment."
473,AGL: Altitude above ground level
474,AHRS: Attitude Heading Reference System. An IMU (see below) plus the code to interpret the output from its sensors to establish a plane’s XYZ and heading orientation.
475,APM: ArduPilotMega.
476,"AMA: Academy of Model Aeronautics. The main US model aircraft association. The AMA works closely with the Federal Aviation Administration (FAA) to establishreasonable rulesfor the use of amateur UAVs. Each AMA chapter and field may have slightly different policies, but it’s possible to fly and test air frames and some technology on AMA fields without violating the association’s (or FAA/NAS) rules."
477,"Arduino: An open source embedded processor project. Includes a hardware standard currently based on the Atmel Atmega168 microprocessor and necessary supporting hardware, and a software programming environment based on the C-like Processing language. Official site is here."
478,"APM (AutoPilot Mega): Autopilot providing capabilities for stabilized flight, position maintenance and automated mission (waypoint) path following."
479,ATC: This could be the Atitude Control library in Copter with params starting with “ATC_” or it could mean Air Traffic Control. Usually located at an airport control tower but can also be an app or service such as AirMap or Altitude Angel.
480,Copter: Rotary-wing autopilot software variant of the ArduPilot project.
481,Plane: Fixed-wing autopilot software variant of the ArduPilot project.
482,Rover: Ground and water autopilot software variant of the ArduPilot project.
483,"BEC: Battery Elimination Circuit. A voltage regulator found in ESCs (see below) and as a stand-alone product. Designed to provide constant 5v voltage for RC equipment, autopilots and other onboard electronics."
484,Bootloader: Special software code stored in non-volatile memory in a microprocessor that can interface with a PC to download a user’s program. Also see Firmware.
485,COA: Certificate of Authorization. A FAA approval for a UAV flight. See the faa.gov web site for more details and the DIY Drones Regulatory FAQ.
486,DCM: Direction Cosine Matrix. A algorithm that is a less processing intensive equivalent of the Kalman Filter. See this for more.
